image_id,file_name,source_file_name,source_scene_id,tile_x,tile_y,tile_size,num_objects,mask_area_pixels,mask_area_ratio,max_pair_bbox_iou,num_bbox_overlap_pairs,has_bbox_overlap,overlap_group,area_group,stratum,split,area_threshold,stratify_by,no_overlap_iou_max,overlap_iou_min,selected_eval,source_image_id
20,P0001_0002.png,P0001.png,P0001,0,1024,1024,3,1567,0.0014944076538085938,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,27
21,P0001_0003.png,P0001.png,P0001,228,1024,1024,3,1567,0.0014944076538085938,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,28
22,P0001_0004.png,P0001.png,P0001,0,2048,1024,0,0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.0018463134765625,mask_area,0.0,0.001,False,29
23,P0001_0009.png,P0001.png,P0001,228,4096,1024,0,0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.0018463134765625,mask_area,0.0,0.001,False,34
24,P0001_0010.png,P0001.png,P0001,0,4750,1024,1,560,0.0005340576171875,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,35
25,P0007_0000.png,P0007.png,P0007,0,0,1024,20,11649,0.011109352111816406,0.134479271991911,8,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,1
26,P0007_0001.png,P0007.png,P0007,466,0,1024,24,14392,0.01372528076171875,0.15639445300462249,10,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,2
27,P0007_0003.png,P0007.png,P0007,466,1024,1024,17,9842,0.009386062622070312,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,4
28,P0007_0005.png,P0007.png,P0007,466,1113,1024,17,9229,0.008801460266113281,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,6
29,P0008_0000.png,P0008.png,P0008,0,0,1024,7,5305,0.005059242248535156,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,1
30,P0008_0001.png,P0008.png,P0008,119,0,1024,8,6408,0.00611114501953125,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,2
31,P0008_0002.png,P0008.png,P0008,0,211,1024,7,5305,0.005059242248535156,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,3
32,P0008_0003.png,P0008.png,P0008,119,211,1024,8,6408,0.00611114501953125,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,4
33,P0010_0000.png,P0010.png,P0010,0,0,1024,77,58360,0.05565643310546875,0.22985989492119088,26,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,46
34,P0010_0001.png,P0010.png,P0010,822,0,1024,16,17656,0.01683807373046875,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,47
35,P0010_0002.png,P0010.png,P0010,0,841,1024,22,23802,0.022699356079101562,0.09523809523809523,5,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,48
36,P0010_0003.png,P0010.png,P0010,822,841,1024,8,8016,0.0076446533203125,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,49
37,P0011_0000.png,P0011.png,P0011,0,0,1024,24,16197,0.015446662902832031,0.22954461310625693,6,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,50
38,P0011_0001.png,P0011.png,P0011,343,0,1024,24,16551,0.015784263610839844,0.22954461310625693,6,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,51
39,P0011_0002.png,P0011.png,P0011,0,502,1024,15,10951,0.010443687438964844,0.039761431411530816,2,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,52
40,P0011_0003.png,P0011.png,P0011,343,502,1024,19,13764,0.013126373291015625,0.15025125628140704,4,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,53
41,P0012_0000.png,P0012.png,P0012,0,0,1024,14,10402,0.009920120239257812,0.0234375,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,54
42,P0012_0001.png,P0012.png,P0012,1024,0,1024,6,5539,0.005282402038574219,0.2125088841506752,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,55
43,P0012_0002.png,P0012.png,P0012,1872,0,1024,2,1622,0.0015468597412109375,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,56
44,P0012_0003.png,P0012.png,P0012,0,966,1024,19,18225,0.017380714416503906,0.18627135030615533,2,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,57
45,P0012_0004.png,P0012.png,P0012,1024,966,1024,2,1224,0.00116729736328125,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,58
46,P0012_0005.png,P0012.png,P0012,1872,966,1024,4,3964,0.003780364990234375,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,59
47,P0013_0000.png,P0013.png,P0013,0,0,1024,20,16858,0.016077041625976562,0.27730008598452277,7,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,60
48,P0013_0001.png,P0013.png,P0013,314,0,1024,26,18660,0.017795562744140625,0.3060545575515635,13,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,61
49,P0013_0002.png,P0013.png,P0013,0,752,1024,31,39369,0.037545204162597656,0.32852636322667866,23,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,62
50,P0013_0003.png,P0013.png,P0013,314,752,1024,28,33932,0.032360076904296875,0.32852636322667866,18,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,63
51,P0020_0000.png,P0020.png,P0020,0,0,1024,235,57210,0.05455970764160156,0.1540436456996149,73,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,68
52,P0020_0001.png,P0020.png,P0020,1024,0,1024,60,14737,0.014054298400878906,0.1095066185318893,8,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,69
53,P0020_0002.png,P0020.png,P0020,2048,0,1024,44,10694,0.010198593139648438,0.1794871794871795,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,70
54,P0020_0003.png,P0020.png,P0020,3072,0,1024,19,4897,0.004670143127441406,0.20605187319884727,7,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,71
55,P0020_0004.png,P0020.png,P0020,4034,0,1024,10,2671,0.0025472640991210938,0.18536585365853658,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,72
56,P0020_0005.png,P0020.png,P0020,0,1024,1024,176,43681,0.041657447814941406,0.144,23,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,73
57,P0020_0006.png,P0020.png,P0020,1024,1024,1024,43,9511,0.009070396423339844,0.04263565891472868,3,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,74
58,P0020_0007.png,P0020.png,P0020,2048,1024,1024,57,13812,0.013172149658203125,0.03241491085899514,3,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,75
59,P0020_0008.png,P0020.png,P0020,3072,1024,1024,28,6776,0.00646209716796875,0.11320754716981132,4,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,76
60,P0020_0009.png,P0020.png,P0020,4034,1024,1024,11,2705,0.0025796890258789062,0.36,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,77
61,P0020_0010.png,P0020.png,P0020,0,2048,1024,34,8090,0.0077152252197265625,0.1320754716981132,14,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,78
62,P0020_0011.png,P0020.png,P0020,1024,2048,1024,9,2256,0.0021514892578125,0.09433962264150944,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,79
63,P0020_0013.png,P0020.png,P0020,3072,2048,1024,4,1107,0.0010557174682617188,0.012987012987012988,1,True,overlap,low_mask_area,overlap__low_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,81
64,P0020_0014.png,P0020.png,P0020,4034,2048,1024,2,372,0.000354766845703125,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,82
65,P0020_0015.png,P0020.png,P0020,0,3072,1024,16,3116,0.002971649169921875,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,83
66,P0020_0016.png,P0020.png,P0020,1024,3072,1024,1,56,5.340576171875e-05,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,84
67,P0020_0017.png,P0020.png,P0020,2048,3072,1024,0,0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.0018463134765625,mask_area,0.0,0.001,False,85
68,P0020_0018.png,P0020.png,P0020,3072,3072,1024,25,6339,0.006045341491699219,0.03278688524590164,2,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,86
69,P0020_0019.png,P0020.png,P0020,4034,3072,1024,28,7095,0.006766319274902344,0.0316622691292876,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,87
70,P0020_0020.png,P0020.png,P0020,0,3415,1024,11,2854,0.0027217864990234375,0.14652014652014653,6,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,88
71,P0020_0021.png,P0020.png,P0020,1024,3415,1024,15,3472,0.0033111572265625,0.040697674418604654,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,89
72,P0020_0022.png,P0020.png,P0020,2048,3415,1024,8,2191,0.0020895004272460938,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,90
73,P0020_0023.png,P0020.png,P0020,3072,3415,1024,38,9866,0.009408950805664062,0.03278688524590164,2,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,91
74,P0020_0024.png,P0020.png,P0020,4034,3415,1024,40,10677,0.010182380676269531,0.09056603773584905,2,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,92
75,P0021_0000.png,P0021.png,P0021,0,0,1024,1,200,0.00019073486328125,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,93
76,P0021_0001.png,P0021.png,P0021,1024,0,1024,23,19015,0.018134117126464844,0.025657472738935216,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,94
77,P0021_0002.png,P0021.png,P0021,1846,0,1024,1,581,0.0005540847778320312,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,95
78,P0021_0004.png,P0021.png,P0021,1024,1024,1024,0,0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.0018463134765625,mask_area,0.0,0.001,False,97
79,P0021_0006.png,P0021.png,P0021,0,2048,1024,3,2161,0.0020608901977539062,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,99
80,P0021_0009.png,P0021.png,P0021,0,2210,1024,3,2161,0.0020608901977539062,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,102
81,P0022_0000.png,P0022.png,P0022,0,0,1024,1,649,0.0006189346313476562,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,5
82,P0022_0003.png,P0022.png,P0022,2922,0,1024,1,750,0.0007152557373046875,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,8
83,P0022_0004.png,P0022.png,P0022,0,1024,1024,2,1222,0.0011653900146484375,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,9
84,P0022_0005.png,P0022.png,P0022,1024,1024,1024,2,3027,0.0028867721557617188,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,10
85,P0022_0008.png,P0022.png,P0022,0,2048,1024,3,1274,0.0012149810791015625,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,13
86,P0022_0009.png,P0022.png,P0022,1024,2048,1024,7,5652,0.005390167236328125,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,14
87,P0022_0010.png,P0022.png,P0022,2048,2048,1024,0,0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.0018463134765625,mask_area,0.0,0.001,False,15
88,P0022_0011.png,P0022.png,P0022,2922,2048,1024,0,0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.0018463134765625,mask_area,0.0,0.001,False,16
89,P0022_0012.png,P0022.png,P0022,0,3072,1024,41,29240,0.02788543701171875,0.2613430127041742,33,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,17
90,P0022_0013.png,P0022.png,P0022,1024,3072,1024,8,4211,0.004015922546386719,0.06005221932114883,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,18
91,P0022_0014.png,P0022.png,P0022,2048,3072,1024,1,325,0.00030994415283203125,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,19
92,P0022_0016.png,P0022.png,P0022,0,4096,1024,62,44251,0.04220104217529297,0.22339800117577896,36,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,21
93,P0022_0017.png,P0022.png,P0022,1024,4096,1024,21,14227,0.013567924499511719,0.18555614127569847,6,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,22
94,P0022_0018.png,P0022.png,P0022,2048,4096,1024,2,1395,0.0013303756713867188,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,23
95,P0022_0020.png,P0022.png,P0022,0,5120,1024,6,4292,0.004093170166015625,0.004553734061930784,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,25
96,P0022_0021.png,P0022.png,P0022,1024,5120,1024,30,20814,0.019849777221679688,0.25896012115093386,13,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,26
97,P0022_0023.png,P0022.png,P0022,2922,5120,1024,1,665,0.0006341934204101562,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,28
98,P0022_0024.png,P0022.png,P0022,0,5509,1024,7,4615,0.004401206970214844,0.12454212454212454,2,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,29
99,P0022_0025.png,P0022.png,P0022,1024,5509,1024,31,21816,0.02080535888671875,0.2624867162592986,24,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,30
100,P0022_0026.png,P0022.png,P0022,2048,5509,1024,10,8305,0.007920265197753906,0.20896130346232178,10,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,31
101,P0022_0027.png,P0022.png,P0022,2922,5509,1024,3,1543,0.0014715194702148438,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,32
102,P0023_0000.png,P0023.png,P0023,0,0,1024,31,6449,0.006150245666503906,0.19419924337957126,6,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,105
103,P0023_0001.png,P0023.png,P0023,1024,0,1024,229,42729,0.040749549865722656,0.2732447817836812,93,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,106
104,P0023_0002.png,P0023.png,P0023,1389,0,1024,247,45719,0.043601036071777344,0.2518939393939394,61,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,107
105,P0023_0003.png,P0023.png,P0023,0,1024,1024,17,2748,0.002620697021484375,0.04497354497354497,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,108
106,P0023_0004.png,P0023.png,P0023,1024,1024,1024,234,38448,0.0366668701171875,0.2975206611570248,92,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,109
107,P0023_0005.png,P0023.png,P0023,1389,1024,1024,225,37201,0.035477638244628906,0.2975206611570248,90,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,110
108,P0023_0006.png,P0023.png,P0023,0,2048,1024,35,5892,0.005619049072265625,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,111
109,P0023_0007.png,P0023.png,P0023,1024,2048,1024,648,105928,0.10102081298828125,0.31496062992125984,129,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,112
110,P0023_0008.png,P0023.png,P0023,1389,2048,1024,739,121329,0.1157083511352539,0.31496062992125984,194,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,113
111,P0023_0009.png,P0023.png,P0023,0,3072,1024,17,3573,0.0034074783325195312,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,114
112,P0023_0010.png,P0023.png,P0023,1024,3072,1024,147,25790,0.024595260620117188,0.08583690987124463,17,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,115
113,P0023_0011.png,P0023.png,P0023,1389,3072,1024,62,10152,0.00968170166015625,0.08372093023255814,7,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,116
114,P0023_0012.png,P0023.png,P0023,0,4094,1024,13,2541,0.0024232864379882812,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,117
115,P0023_0013.png,P0023.png,P0023,1024,4094,1024,32,6054,0.0057735443115234375,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,118
116,P0023_0014.png,P0023.png,P0023,1389,4094,1024,21,4216,0.00402069091796875,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,119
117,P0025_0000.png,P0025.png,P0025,0,0,1024,44,10151,0.009680747985839844,0.23423423423423423,21,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,120
118,P0025_0001.png,P0025.png,P0025,1024,0,1024,35,7559,0.007208824157714844,0.03597122302158273,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,121
119,P0025_0002.png,P0025.png,P0025,2048,0,1024,18,3998,0.0038127899169921875,0.07884856070087609,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,122
120,P0025_0003.png,P0025.png,P0025,3072,0,1024,8,1948,0.001857757568359375,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,123
121,P0025_0004.png,P0025.png,P0025,3543,0,1024,17,3899,0.0037183761596679688,0.06455862977602109,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,124
122,P0025_0005.png,P0025.png,P0025,0,1024,1024,1,231,0.00022029876708984375,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,125
123,P0025_0008.png,P0025.png,P0025,3072,1024,1024,18,4067,0.0038785934448242188,0.09855453350854139,3,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,128
124,P0025_0009.png,P0025.png,P0025,3543,1024,1024,48,10680,0.01018524169921875,0.09855453350854139,3,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,129
125,P0025_0010.png,P0025.png,P0025,0,2048,1024,9,1815,0.0017309188842773438,0.15348837209302327,2,True,overlap,low_mask_area,overlap__low_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,130
126,P0025_0011.png,P0025.png,P0025,1024,2048,1024,0,0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.0018463134765625,mask_area,0.0,0.001,False,131
127,P0025_0012.png,P0025.png,P0025,2048,2048,1024,2,278,0.0002651214599609375,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,132
128,P0025_0013.png,P0025.png,P0025,3072,2048,1024,63,12977,0.012375831604003906,0.25413533834586466,16,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,133
129,P0025_0014.png,P0025.png,P0025,3543,2048,1024,65,13468,0.012844085693359375,0.1746031746031746,15,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,134
130,P0025_0015.png,P0025.png,P0025,0,3072,1024,28,5843,0.005572319030761719,0.18523878437047755,3,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0018463134765625,mask_area,0.0,0.001,False,135
