source_scene_id,split,master_tile_count,no_overlap__low_mask_area_count,no_overlap__high_mask_area_count,overlap__low_mask_area_count,overlap__high_mask_area_count
P1149,validation,3,2,1,0,0
P1150,train,1,1,0,0,0
P1152,train,8,0,5,0,3
P1154,train,9,2,0,2,5
P1155,train,6,2,0,0,4
P1156,validation,6,2,0,0,3
P1158,test,25,14,3,3,4
P1159,train,18,7,1,1,9
P1161,test,24,18,6,0,0
P1164,train,12,10,1,1,0
P1165,test,10,3,0,7,0
P1166,test,15,8,0,6,0
P1167,validation,7,6,0,1,0
P1168,validation,5,3,0,0,0
P1170,train,6,5,0,0,0
P1171,train,12,10,0,2,0
P1173,train,10,2,0,1,7
P1174,test,18,5,1,4,6
P1178,train,9,9,0,0,0
P1179,test,15,8,2,4,1
P1182,train,1,0,0,0,0
P1184,validation,5,5,0,0,0
P1200,validation,1,0,0,0,0
P1207,train,3,0,0,0,0
P1208,train,2,0,0,0,0
P1209,train,1,0,0,0,0
P1211,train,1,0,0,0,0
P1216,train,1,0,0,0,0
P1222,validation,1,0,0,0,0
P1223,train,2,0,0,0,0
P1230,train,2,2,0,0,0
P1231,train,1,0,0,0,0
P1238,train,1,0,0,0,0
P1239,train,2,2,0,0,0
P1247,train,1,0,0,0,0
P1249,validation,1,0,0,0,0
P1251,train,2,0,0,0,0
P1255,train,1,0,0,0,0
P1256,train,2,0,0,0,0
P1258,train,1,0,0,0,0
P1265,train,2,0,0,0,0
P1273,train,2,2,0,0,0
P1274,train,6,3,2,0,0
P1279,train,1,0,0,0,0
P1281,train,9,4,1,2,0
P1287,train,1,0,0,0,0
P1288,train,1,0,0,0,0
P1291,validation,2,0,0,0,0
P1292,train,1,0,0,0,0
P1295,train,3,0,0,0,0
P1298,train,2,0,0,0,0
P1299,train,1,0,0,0,0
P1306,train,1,0,0,0,0
P1308,validation,1,0,0,0,0
P1309,train,1,0,0,0,0
P1317,train,1,0,0,0,0
P1322,validation,3,0,0,0,0
P1328,train,1,0,0,0,0
P1333,train,1,0,0,0,0
P1336,train,1,0,0,0,0
P1338,train,1,0,0,0,0
P1344,train,1,0,0,0,0
P1350,train,1,0,0,0,0
P1352,train,1,0,0,0,0
P1354,train,2,0,0,0,0
P1359,validation,2,0,0,0,0
P1360,train,1,0,0,0,0
P1364,validation,1,0,0,0,0
P1366,train,1,0,0,0,0
P1373,train,5,5,0,0,0
P1374,train,10,7,3,0,0
P1375,validation,4,4,0,0,0
P1376,validation,8,3,0,1,4
P1384,test,5,1,0,4,0
P1388,train,1,0,0,0,0
P1389,train,1,0,0,0,0
P1390,test,28,0,3,0,25
P1391,test,24,5,1,2,16
P1392,train,14,0,0,0,14
P1393,train,14,1,3,1,7
P1394,validation,10,8,1,0,0
P1395,train,13,4,0,0,9
P1397,test,36,0,2,4,30
P1398,test,22,1,11,0,10
P1399,test,34,1,7,0,26
P1401,train,11,3,0,2,5
P1403,validation,11,5,6,0,0
P1408,train,15,9,5,0,0
P1412,train,13,10,1,0,0
P1413,train,14,5,5,0,4
P1414,train,16,10,1,2,2
P1419,train,1,0,0,0,0
P1426,train,4,0,0,0,0
P1431,train,1,0,0,0,0
P1437,train,10,10,0,0,0
P1439,train,1,0,0,0,0
P1443,train,10,9,0,0,0
P1450,validation,2,0,0,0,0
P1453,train,1,0,0,0,0
P1455,train,2,0,0,0,0
P1457,train,1,0,0,0,0
P1458,train,4,2,0,0,0
P1466,train,3,0,0,0,0
P1469,train,1,0,0,0,0
P1470,train,2,0,0,0,0
P1474,train,6,5,0,1,0
P1479,train,6,1,5,0,0
P1480,train,6,2,3,0,0
P1481,train,10,5,5,0,0
P1482,train,9,2,7,0,0
P1483,train,4,2,2,0,0
P1484,train,6,1,5,0,0
P1487,train,2,0,0,0,0
P1489,train,14,4,10,0,0
P1492,train,6,2,4,0,0
P1493,validation,12,10,1,0,0
P1495,train,15,10,4,0,0
P1497,train,14,9,5,0,0
P1498,validation,6,6,0,0,0
P1499,validation,6,6,0,0,0
P1501,train,8,8,0,0,0
P1502,train,10,10,0,0,0
P1505,validation,1,0,0,0,0
P1508,train,4,4,0,0,0
P1509,train,13,6,7,0,0
P1512,train,4,2,0,0,2
P1513,train,12,10,0,0,2
P1515,train,5,5,0,0,0
P1517,train,3,0,0,0,0
P1526,train,1,1,0,0,0
P1529,validation,6,6,0,0,0
P1531,train,1,0,0,0,0
P1534,train,1,0,0,0,0
P1537,train,1,0,0,0,0
P1540,train,3,3,0,0,0
P1541,train,2,2,0,0,0
P1545,train,3,3,0,0,0
P1550,train,3,0,0,0,0
P1552,validation,4,2,0,1,0
P1555,train,2,1,0,1,0
P1562,train,8,6,0,1,0
P1563,validation,3,2,0,1,0
P1565,train,1,0,0,0,0
P1566,validation,1,0,0,1,0
P1571,train,1,0,0,0,0
P1580,train,1,0,0,0,0
P1583,test,5,2,0,3,0
P1587,train,1,0,0,0,0
P1589,train,1,0,0,0,0
P1594,train,1,1,0,0,0
P1597,train,1,0,0,0,0
P1598,train,6,5,0,1,0
P1599,train,1,1,0,0,0
P1600,train,3,1,0,0,0
P1601,train,3,3,0,0,0
P1604,train,2,2,0,0,0
P1606,validation,1,0,0,0,0
P1607,validation,1,0,0,0,0
P1609,train,4,2,0,0,0
P1610,train,1,1,0,0,0
P1614,train,1,0,0,0,0
P1615,train,2,0,0,0,0
P1616,train,2,1,0,0,0
P1617,train,7,6,0,0,0
P1618,train,1,1,0,0,0
P1636,train,1,0,0,0,0
P1638,train,1,0,0,0,0
P1641,train,2,2,0,0,0
P1649,validation,1,0,0,0,0
P1652,train,1,0,0,0,0
P1653,validation,2,0,0,0,0
P1656,train,2,1,0,1,0
P1659,train,1,1,0,0,0
P1660,train,3,2,0,0,0
P1661,train,2,1,0,0,0
P1662,validation,2,1,0,0,0
P1670,validation,9,5,0,1,0
P1672,train,2,2,0,0,0
P1673,train,1,0,0,0,0
P1680,train,1,0,0,0,0
P1683,train,2,0,0,0,0
P1685,train,1,0,0,0,0
P1686,validation,2,0,0,0,0
P1688,train,1,0,0,0,0
P1689,train,2,0,0,0,0
P1691,validation,1,0,0,0,0
P1696,test,6,1,0,2,0
P1697,train,4,1,0,1,0
P1698,train,3,3,0,0,0
P1704,train,1,0,0,0,0
P1705,train,2,0,0,0,0
P1707,train,1,1,0,0,0
P1708,train,2,0,0,0,0
P1714,train,2,0,0,0,0
P1719,train,2,0,0,0,0
P1724,train,5,4,0,0,0
P1730,train,2,0,0,0,0
P1736,train,2,0,0,0,0
P1738,train,3,1,0,1,1
P1739,train,2,0,0,0,0
P1740,train,1,0,0,0,0
P1741,test,1,0,0,1,0
P1742,train,3,3,0,0,0
P1743,train,11,5,0,2,2
P1744,train,4,3,0,0,0
P1745,train,2,0,0,0,0
P1746,train,1,0,0,0,0
P1747,train,1,1,0,0,0
P1753,train,1,0,0,0,0
P1756,train,1,0,0,0,0
P1757,validation,4,4,0,0,0
P1758,train,1,1,0,0,0
P1765,train,1,0,0,0,0
P1770,train,1,1,0,0,0
P1775,train,1,0,0,0,0
P1783,train,2,0,0,0,0
P1791,train,1,0,0,0,0
P1793,train,1,0,0,0,0
P1809,train,15,11,2,1,1
P1827,validation,1,0,0,0,0
P1850,train,1,0,0,0,0
P1854,test,58,6,52,0,0
P1863,train,1,0,0,0,0
P1867,train,17,13,4,0,0
P1868,test,33,29,3,1,0
P1869,test,34,24,5,3,0
P1871,test,33,20,10,1,0
P1872,train,16,7,3,2,1
P1874,train,13,13,0,0,0
P1875,train,11,8,0,1,2
P1930,train,1,0,0,0,0
P1972,test,19,5,12,2,0
P1996,validation,1,0,0,0,0
P2005,train,2,0,0,0,0
P2007,train,2,0,0,0,0
P2014,train,1,0,0,0,0
P2030,train,25,12,11,0,1
P2074,train,2,0,0,0,0
P2086,train,1,0,0,0,0
P2131,train,1,0,0,0,0
P2138,test,9,0,0,4,5
P2158,train,1,0,0,0,0
P2159,train,1,0,0,0,0
P2164,test,8,3,0,5,0
P2181,train,2,2,0,0,0
P2192,validation,1,0,0,0,0
P2205,train,1,0,0,0,0
P2207,train,8,4,0,1,3
P2210,test,10,2,0,6,2
P2211,test,13,4,0,7,2
P2224,test,10,1,1,6,2
P2225,test,4,1,0,3,0
P2226,train,10,0,0,2,8
P2228,train,1,0,0,0,0
P2230,test,6,4,0,2,0
P2231,test,6,3,0,2,0
P2232,validation,4,0,0,0,4
P2234,test,4,0,0,2,2
P2242,train,6,0,0,0,6
P2247,test,6,2,0,4,0
P2249,test,8,4,0,4,0
P2251,train,1,0,0,0,0
P2253,train,1,0,0,0,0
P2269,train,4,4,0,0,0
P2271,test,3,1,0,2,0
P2275,train,1,0,0,0,0
P2278,train,1,0,0,0,0
P2281,train,1,0,0,0,0
P2288,test,6,2,0,3,0
P2330,validation,1,1,0,0,0
P2343,train,1,0,0,0,0
P2344,train,1,0,0,0,0
P2346,train,1,0,0,0,0
P2352,train,1,0,0,0,0
P2370,train,1,0,0,0,0
P2381,train,1,0,0,0,0
P2395,train,1,0,0,0,0
P2396,validation,2,0,0,0,0
P2411,train,1,0,0,0,0
P2418,train,1,0,0,0,0
P2422,train,1,0,0,0,0
P2430,train,1,0,0,0,0
P2456,train,1,0,0,0,0
P2458,train,1,0,0,0,0
P2469,train,1,0,0,0,0
P2476,train,1,0,0,0,0
P2490,train,1,0,0,0,0
P2491,train,1,0,0,0,0
P2497,train,1,0,0,0,0
P2503,train,1,0,0,0,0
P2507,train,2,0,0,0,0
P2509,train,1,0,0,0,0
P2519,validation,1,0,0,0,0
P2523,train,3,2,0,0,0
P2528,train,1,0,0,0,0
P2529,train,1,0,0,0,0
P2536,train,1,0,0,0,0
P2538,train,1,0,0,0,0
P2550,train,22,20,2,0,0
P2551,train,20,14,6,0,0
P2552,train,11,9,1,0,0
P2553,train,14,14,0,0,0
P2554,train,9,8,1,0,0
P2557,validation,13,13,0,0,0
P2558,train,12,11,0,1,0
P2560,train,13,11,1,0,0
P2565,validation,1,0,0,0,0
P2579,train,1,0,0,0,0
P2600,train,5,5,0,0,0
P2601,train,3,0,0,0,0
P2609,train,2,0,0,0,0
P2611,train,1,0,0,0,0
P2629,train,1,0,0,0,0
P2642,validation,1,0,0,0,0
P2646,validation,1,0,0,0,0
P2650,validation,1,0,0,0,0
P2662,train,1,0,0,0,0
P2665,validation,5,4,0,0,0
P2670,train,1,0,0,0,0
P2671,train,1,0,0,0,0
P2672,train,1,0,0,0,0
P2680,train,1,0,0,0,0
P2681,train,1,0,0,0,0
P2682,train,6,6,0,0,0
P2685,train,1,0,0,0,0
P2686,train,2,0,0,0,0
P2687,train,2,0,0,0,0
P2689,test,13,9,0,4,0
P2691,train,13,9,0,0,0
P2693,train,1,0,0,0,0
P2700,train,2,0,0,0,0
P2720,validation,2,0,0,0,0
P2725,train,1,0,0,0,0
P2731,train,1,0,0,0,0
P2734,train,1,0,0,0,0
P2735,validation,1,0,0,0,0
P2739,train,2,0,0,0,0
P2741,test,4,0,0,4,0
P2746,test,7,3,0,4,0
P2747,train,1,0,0,0,0
P2748,train,10,9,0,1,0
P2750,train,1,0,0,0,0
P2751,train,1,0,0,0,0
P2755,train,1,0,0,0,0
P2756,validation,2,0,0,0,0
P2759,validation,3,0,0,0,0
P2769,validation,1,0,0,0,0
P2770,train,1,0,0,0,0
P2778,validation,11,8,1,0,2
P2787,train,7,7,0,0,0
P2790,train,14,12,2,0,0
P2791,train,14,8,1,1,4
P2793,train,1,0,0,0,0
P2800,train,3,0,0,0,0
P2801,train,9,8,1,0,0
P2802,train,21,10,10,0,1
P2804,train,11,5,2,0,4
P2805,train,7,3,2,1,1
