source_scene_id,split,master_tile_count,no_overlap__low_mask_area_count,no_overlap__high_mask_area_count,overlap__low_mask_area_count,overlap__high_mask_area_count
P0310,train,1,0,0,0,0
P0322,validation,1,0,0,0,0
P0324,train,1,0,0,0,0
P0327,train,1,0,0,0,0
P0331,train,1,0,0,0,0
P0340,train,1,0,0,0,0
P0345,train,1,0,0,0,0
P0346,train,1,0,0,0,0
P0347,validation,1,0,0,0,0
P0380,train,1,0,0,0,0
P0385,train,1,0,0,0,0
P0395,train,1,0,0,0,0
P0400,train,1,0,0,0,0
P0478,train,2,0,0,0,2
P0491,train,1,0,0,0,0
P0524,train,1,0,0,0,0
P0525,train,1,0,0,0,0
P0526,train,1,0,0,0,0
P0531,train,1,0,0,0,0
P0557,train,1,0,0,0,0
P0558,validation,1,0,0,0,0
P0593,train,1,0,0,0,0
P0596,train,1,0,0,0,0
P0602,train,2,0,0,0,0
P0622,validation,2,0,0,0,0
P0677,train,1,0,0,0,0
P0688,train,1,0,0,0,0
P0693,train,1,0,0,0,0
P0696,train,1,0,0,0,0
P0697,train,4,0,0,0,4
P0699,train,1,0,0,0,1
P0728,validation,2,0,0,0,0
P0730,train,1,0,0,0,0
P0737,train,2,0,0,0,0
P0754,train,1,0,0,0,0
P0780,train,1,0,0,0,0
P0781,train,1,0,0,0,0
P0783,train,6,0,0,0,6
P0785,train,12,0,10,0,2
P0786,train,12,1,3,0,8
P0790,train,1,0,0,0,0
P0792,train,1,0,0,0,0
P0796,validation,1,0,0,0,0
P0801,train,1,0,0,0,0
P0816,train,1,0,0,0,0
P0835,train,1,0,0,0,0
P0840,train,11,0,0,0,11
P0841,train,11,1,5,0,5
P0857,train,2,0,0,0,0
P0858,validation,1,0,0,0,0
P0867,validation,2,0,0,0,0
P0868,validation,1,0,0,0,0
P0873,validation,1,0,0,0,0
P0875,validation,2,0,0,0,0
P0888,train,3,0,0,0,0
P0892,validation,2,0,0,0,0
P0896,train,1,0,0,0,0
P0897,validation,1,0,0,0,0
P0900,train,2,0,0,0,0
P0905,train,1,0,0,0,0
P0922,validation,2,0,0,0,0
P0929,validation,1,0,0,0,0
P0936,train,1,0,0,0,0
P0946,train,2,0,0,0,0
P0947,validation,1,0,0,0,0
P0948,train,1,0,0,0,0
P0952,train,3,0,0,0,0
P0960,train,1,0,0,0,0
P0970,train,1,0,0,0,0
P0986,train,1,0,0,0,0
P0991,train,1,0,0,0,0
P0993,train,1,0,0,0,0
P0998,train,1,0,0,0,0
P1003,train,1,0,0,0,0
P1009,train,1,0,0,0,0
P10090,train,1,0,0,0,0
P1012,train,1,0,0,0,0
P1014,train,1,0,0,0,0
P1016,train,1,0,0,0,0
P10210,train,1,0,0,0,0
P1029,train,1,0,0,0,0
P10339,train,1,0,0,0,0
P1043,train,1,0,0,0,0
P1049,train,8,0,5,0,3
P1055,train,1,0,0,0,0
P1059,train,1,0,0,0,0
P1060,train,1,0,0,0,0
P10600,train,1,0,0,0,0
P1065,train,2,0,0,0,0
P1067,train,2,0,0,0,0
P1071,train,2,0,0,0,0
P1073,validation,1,0,0,0,0
P10747,validation,2,0,0,0,0
P1078,train,9,2,5,0,2
P10795,validation,1,0,0,1,0
P10808,train,1,0,0,0,0
P1088,train,6,0,6,0,0
P1089,train,3,2,1,0,0
P1090,train,1,0,0,0,0
P10963,validation,2,0,0,0,0
P1103,train,4,0,0,0,4
P11054,train,2,1,0,0,0
P1109,train,6,2,0,0,4
P1113,train,4,0,4,0,0
P1114,train,4,0,3,0,1
P1116,train,5,3,2,0,0
P1117,train,4,1,3,0,0
P1118,train,3,3,0,0,0
P1119,train,5,0,4,0,1
P1121,train,4,0,1,0,3
P1122,train,20,3,17,0,0
P1128,train,4,0,2,0,2
P1130,train,6,0,6,0,0
P1131,train,18,6,9,0,3
P1132,train,12,2,3,0,7
P1133,train,4,0,0,0,4
P1134,train,5,0,5,0,0
P1137,train,1,0,1,0,0
P1138,validation,4,2,2,0,0
P1139,validation,17,2,12,0,3
P1140,validation,31,2,10,0,19
P1141,validation,15,4,6,0,5
P1142,validation,9,0,8,0,1
P1143,train,19,2,13,0,4
P1144,train,6,0,6,0,0
P1147,train,13,2,11,0,0
P1148,train,13,1,8,0,4
P1149,train,2,1,0,0,1
P1150,train,1,1,0,0,0
P1152,train,8,2,4,0,2
P1154,train,11,0,1,0,10
P1155,train,9,0,0,0,9
P1156,train,7,0,0,0,7
P1158,train,29,8,4,0,16
P1159,train,16,2,3,0,11
P1161,test,23,4,17,0,2
P1164,test,15,8,0,6,1
P1165,test,15,1,0,12,2
P1166,test,17,10,0,7,0
P1167,train,7,3,0,4,0
P1168,train,3,3,0,0,0
P1170,validation,5,2,0,2,1
P1171,train,15,9,0,5,1
P1173,train,14,2,0,1,11
P1174,train,23,7,1,3,12
P1178,train,8,5,2,0,1
P1179,test,22,8,4,5,5
P1181,train,2,0,0,0,0
P1184,train,7,2,0,5,0
P1191,train,1,0,0,0,0
P1200,train,1,0,0,0,0
P1208,train,1,0,0,0,0
P1211,train,1,0,0,0,0
P1214,train,2,0,0,0,0
P1225,train,1,0,0,0,0
P1230,validation,4,4,0,0,0
P1238,train,1,0,0,0,0
P1239,train,5,4,0,0,0
P1240,train,2,0,0,0,0
P1241,train,1,0,0,0,0
P1243,train,2,0,0,0,0
P1246,train,1,0,0,0,0
P1251,train,2,0,0,0,0
P1256,train,1,0,0,0,0
P1258,train,3,0,0,0,0
P1259,train,1,0,0,0,0
P1269,train,2,0,0,0,0
P1274,train,8,3,0,1,4
P1276,train,1,0,0,0,0
P1281,validation,9,3,0,2,4
P1283,train,1,0,0,0,0
P1299,validation,2,0,0,0,0
P1308,train,4,0,0,0,0
P1309,train,1,0,0,0,0
P1317,train,1,0,0,0,0
P1321,train,3,0,0,0,0
P1325,validation,1,0,0,0,0
P1328,train,3,0,0,0,0
P1333,train,1,0,0,0,0
P1336,train,1,0,0,0,0
P1337,train,1,0,0,0,0
P1338,train,1,0,0,0,0
P1339,train,3,0,0,0,0
P1341,validation,1,0,0,0,0
P1342,train,1,0,0,0,0
P1343,train,1,0,0,0,0
P1350,validation,2,0,0,0,0
P1351,train,3,0,0,0,0
P1352,train,2,0,0,0,0
P1353,validation,1,0,0,0,0
P1354,validation,2,0,0,0,0
P1356,train,2,0,0,0,0
P1357,train,1,0,0,0,0
P1359,train,1,0,0,0,0
P1360,train,1,0,0,0,0
P1361,train,1,0,0,0,0
P1369,train,1,0,0,0,0
P1373,train,9,6,0,2,1
P1374,validation,15,3,6,0,3
P1375,train,5,2,0,1,2
P1376,validation,12,4,1,1,5
P1380,train,1,0,0,0,0
P1382,train,1,0,0,0,0
P1384,train,9,5,0,2,2
P1386,train,1,0,0,0,0
P1387,train,1,0,0,0,0
P1389,train,3,0,0,0,0
P1390,train,32,0,3,0,29
P1391,train,31,4,7,1,19
P1392,train,20,0,0,1,18
P1393,train,17,2,4,0,11
P1394,train,9,5,1,3,0
P1395,train,21,4,8,0,9
P1397,test,38,2,3,0,33
P1398,train,30,1,17,0,12
P1399,test,50,2,12,0,36
P1401,train,16,3,0,4,8
P1403,train,16,4,9,0,2
P1408,train,11,2,8,0,1
P1410,train,2,0,0,0,0
P1412,train,10,4,5,0,1
P1413,train,20,2,6,0,11
P1414,validation,16,6,4,1,5
P1419,train,1,0,0,0,0
P1420,train,1,0,0,0,0
P1426,train,2,0,0,0,0
P1427,train,1,0,0,0,0
P1429,train,1,0,0,0,0
P1432,train,2,0,0,0,0
P1434,train,1,0,0,0,0
P1437,train,15,13,0,2,0
P1440,train,2,0,0,0,0
P1443,train,14,12,0,2,0
P1446,train,1,0,0,0,0
P1455,train,1,0,0,0,0
P1456,train,1,0,0,0,0
P1457,train,2,0,0,0,0
P1462,train,2,0,0,0,0
P1465,validation,1,0,0,0,0
P1466,train,3,0,0,0,0
P1467,train,1,0,0,0,0
P1471,validation,3,0,0,0,0
P1474,train,7,2,0,5,0
P1476,train,1,0,0,0,0
P1479,train,6,0,6,0,0
P1480,train,4,0,4,0,0
P1481,train,10,2,7,0,1
P1482,train,7,2,5,0,0
P1483,train,4,2,2,0,0
P1484,train,9,1,8,0,0
P1486,train,1,0,0,0,0
P1489,validation,15,3,10,0,2
P1492,validation,6,0,6,0,0
P1493,train,14,6,5,0,3
P1495,validation,16,2,9,0,4
P1497,train,9,0,6,0,3
P1498,train,6,2,4,0,0
P1499,train,7,5,2,0,0
P1501,train,6,0,6,0,0
P1502,train,8,1,4,0,3
P1505,train,1,0,0,0,0
P1508,train,4,0,2,0,0
P1509,train,20,1,17,0,0
P1512,train,4,1,1,0,2
P1513,train,10,3,2,2,3
P1515,train,6,4,0,2,0
P1517,train,1,0,0,0,0
P1524,train,1,0,0,0,0
P1526,train,2,2,0,0,0
P1529,validation,9,9,0,0,0
P1535,validation,1,0,0,0,0
P1540,train,1,1,0,0,0
P1541,train,2,2,0,0,0
P1545,train,6,1,0,3,0
P1547,train,1,0,0,0,0
P1551,train,1,0,0,0,0
P1552,train,5,1,0,4,0
P1555,validation,2,0,0,2,0
P1560,validation,1,0,0,0,0
P1562,test,10,4,0,6,0
P1563,train,7,3,0,4,0
P1566,train,2,1,0,1,0
P1569,train,1,0,0,0,0
P1573,train,1,0,0,0,0
P1583,validation,6,1,0,5,0
P1584,train,1,0,0,0,0
P1585,train,1,0,0,0,0
P1586,train,2,0,0,0,0
P1591,train,2,0,0,0,0
P1594,train,2,1,0,1,0
P1598,train,9,6,0,3,0
P1599,train,2,2,0,0,0
P1600,train,2,2,0,0,0
P1601,train,3,0,0,3,0
P1604,train,4,4,0,0,0
P1607,train,1,0,0,0,0
P1609,train,3,0,0,2,0
P1610,train,2,1,0,1,0
P1617,train,8,8,0,0,0
P1618,validation,1,1,0,0,0
P1636,train,1,0,0,0,0
P1640,validation,1,0,0,0,0
P1641,train,3,2,0,1,0
P1646,train,2,0,0,0,0
P1647,train,1,0,0,0,0
P1649,train,1,0,0,0,0
P1656,train,3,3,0,0,0
P1659,train,1,1,0,0,0
P1660,validation,5,2,0,1,0
P1661,train,2,2,0,0,0
P1662,validation,2,2,0,0,0
P1670,train,10,4,0,5,1
P1672,train,4,1,0,2,0
P1696,train,5,3,0,2,0
P1697,train,2,1,0,1,0
P1698,train,4,1,0,3,0
P1700,train,1,0,0,0,0
P1702,train,2,0,0,0,0
P1707,train,2,2,0,0,0
P1724,validation,6,6,0,0,0
P1725,validation,2,0,0,0,0
P1736,train,1,0,0,0,0
P1738,train,5,0,0,3,2
P1739,train,1,0,0,0,0
P1741,train,3,1,0,0,2
P1742,train,4,3,0,0,0
P1743,train,9,4,0,3,2
P1744,train,6,2,0,4,0
P1745,train,1,0,0,0,0
P1747,train,3,2,0,0,0
P1748,train,1,0,0,0,0
P1753,train,1,0,0,0,0
P1757,validation,4,4,0,0,0
P1758,train,2,2,0,0,0
P1765,train,2,1,0,0,0
P1770,train,2,1,0,1,0
P1776,train,1,0,0,0,0
P1783,validation,1,0,0,0,0
P1786,train,2,0,0,0,0
P1790,train,1,0,0,0,0
P1801,train,1,0,0,0,0
P1808,validation,1,0,0,0,0
P1809,validation,17,5,8,2,2
P1821,train,1,0,0,0,0
P1838,train,1,0,0,0,0
P1854,test,55,4,43,0,5
P1863,validation,1,0,0,0,0
P1864,train,1,0,0,0,0
P1867,train,23,4,15,0,4
P1868,test,44,29,5,0,10
P1869,test,39,9,8,4,18
P1871,test,47,12,13,3,18
P1872,train,17,5,1,2,9
P1874,train,18,2,6,2,8
P1875,train,22,8,2,3,8
P1876,train,1,0,0,0,0
P1903,train,1,0,0,0,0
P1923,train,1,0,0,0,0
P1927,train,1,0,0,0,0
P1930,train,1,0,0,0,0
P1939,train,2,0,0,0,0
P1940,train,1,0,0,0,0
P1951,validation,1,0,0,0,0
P1972,train,22,4,10,0,8
P1981,train,1,0,0,0,0
P1990,train,2,0,0,0,0
P2005,train,1,0,0,0,0
P2020,train,1,0,0,0,0
P2027,train,2,0,0,0,0
P2030,test,32,6,17,0,9
P2036,train,1,0,0,0,0
P2073,validation,1,0,0,0,0
P2091,train,1,0,0,0,0
P2093,train,1,0,0,0,0
P2138,train,9,0,0,0,9
P2157,train,1,0,0,0,0
P2159,train,1,0,0,0,0
P2164,train,8,2,0,3,3
P2167,train,1,0,0,0,0
P2181,train,2,2,0,0,0
P2197,train,1,0,0,0,0
P2201,train,2,0,0,0,2
P2205,train,1,0,0,0,0
P2207,validation,11,3,0,1,7
P2210,train,12,2,0,2,8
P2211,test,18,2,0,9,7
P2214,train,2,0,0,0,2
P2215,train,1,0,0,0,1
P2217,train,2,0,0,2,0
P2218,train,1,0,0,1,0
P2219,train,2,0,0,0,2
P2220,validation,2,0,0,2,0
P2222,train,1,0,0,0,0
P2224,train,12,0,2,2,8
P2225,test,6,0,0,6,0
P2226,validation,12,0,0,1,11
P2230,train,6,2,0,0,4
P2231,train,6,1,0,1,4
P2232,validation,4,0,0,0,4
P2234,train,4,0,0,1,3
P2235,train,2,0,0,1,1
P2236,train,2,0,0,0,2
P2237,validation,2,0,0,0,2
P2239,validation,1,1,0,0,0
P2242,train,8,0,0,0,8
P2247,validation,8,0,0,0,8
P2249,train,10,6,0,4,0
P2257,train,1,0,0,0,0
P2260,train,1,0,0,0,0
P2262,validation,1,0,0,0,0
P2269,train,4,1,3,0,0
P2271,train,5,2,0,3,0
P2275,train,1,0,0,0,0
P2278,train,1,0,0,0,0
P2280,train,6,0,0,0,0
P2281,train,2,0,0,0,0
P2282,train,1,0,0,0,0
P2285,train,1,0,0,0,0
P2288,test,8,0,0,7,1
P2330,validation,1,1,0,0,0
P2337,train,1,0,0,0,0
P2339,validation,2,0,0,0,0
P2356,train,3,0,0,0,0
P2359,train,1,0,0,0,0
P2370,train,1,0,0,0,0
P2375,train,1,0,0,0,0
P2380,train,1,0,0,0,0
P2388,train,1,0,0,0,0
P2390,train,1,0,0,0,0
P2392,train,1,0,0,0,0
P2394,train,1,0,0,0,0
P2396,train,1,0,0,0,0
P2416,train,1,0,0,0,0
P2417,train,1,0,0,0,0
P2436,train,1,0,0,0,0
P2437,validation,2,0,0,0,0
P2454,train,1,0,0,0,0
P2457,train,1,0,0,0,0
P2464,train,1,0,0,0,0
P2467,train,1,0,0,0,0
P2472,validation,1,0,0,0,0
P2477,train,1,0,0,0,0
P2481,train,1,0,0,0,0
P2482,train,2,0,0,0,0
P2497,validation,1,0,0,0,0
P2501,train,1,0,0,0,0
P2514,train,1,0,0,0,0
P2523,train,2,2,0,0,0
P2543,train,1,0,0,0,0
P2547,train,1,0,0,0,0
P2550,validation,20,12,2,0,6
P2551,train,24,7,5,3,9
P2552,train,20,7,3,2,8
P2553,train,13,7,1,2,2
P2554,validation,16,7,1,3,5
P2557,train,18,13,1,1,3
P2558,train,16,10,1,3,2
P2560,test,19,7,1,7,4
P2563,train,1,0,0,0,0
P2565,validation,1,0,0,0,0
P2587,train,1,0,0,0,0
P2600,train,8,4,0,4,0
P2605,validation,1,0,0,0,0
P2609,train,1,0,0,0,0
P2612,train,2,0,0,0,0
P2616,train,1,0,0,0,0
P2622,validation,1,0,0,0,0
P2631,train,1,0,0,0,0
P2641,train,1,0,0,0,0
P2642,validation,2,0,0,0,0
P2645,train,3,0,0,0,0
P2646,train,1,0,0,0,0
P2650,train,2,0,0,0,0
P2653,validation,1,0,0,0,0
P2665,train,4,3,0,1,0
P2668,train,1,0,0,0,0
P2670,validation,2,0,0,0,0
P2682,train,6,6,0,0,0
P2686,train,1,0,0,0,0
P2687,train,1,0,0,0,0
P2689,test,13,4,0,6,3
P2690,train,2,0,0,0,0
P2691,train,17,13,0,4,0
P2692,validation,2,0,0,0,0
P2695,validation,1,0,0,0,0
P2702,validation,1,0,0,0,0
P2712,validation,1,0,0,0,0
P2714,train,1,0,0,0,0
P2721,train,1,0,0,0,0
P2724,train,1,0,0,0,0
P2725,validation,1,0,0,0,0
P2729,train,1,0,0,0,0
P2741,train,2,0,0,0,1
P2746,train,8,5,0,0,3
P2748,train,14,7,0,3,4
P2751,train,1,0,0,0,0
P2753,train,2,0,0,0,0
P2754,train,3,0,0,0,0
P2755,train,1,0,0,0,0
P2759,train,4,0,0,0,0
P2778,train,9,4,4,0,1
P2781,validation,2,0,0,0,0
P2787,train,14,3,11,0,0
P2790,train,9,4,4,0,1
P2791,train,18,4,8,0,6
P2794,train,1,0,0,0,0
P2797,train,3,1,0,0,2
P2801,validation,12,6,3,0,3
P2802,train,27,7,11,0,7
P2804,train,11,1,4,0,6
P2805,train,9,2,0,1,6
P2912,train,1,0,0,0,0
P3032,train,1,0,0,1,0
P3065,train,3,0,0,0,0
P3140,validation,1,0,0,0,0
P3221,train,2,0,0,0,0
P3305,train,1,0,0,0,0
P3397,train,2,0,0,0,0
P3536,train,13,0,0,0,0
P3596,validation,1,0,0,0,0
P3810,train,1,1,0,0,0
P3817,train,1,0,0,0,0
P4076,train,2,0,0,0,0
P4151,train,1,0,0,0,0
P4275,train,1,1,0,0,0
P4400,train,2,0,0,0,0
P4464,train,2,0,0,0,0
P4492,train,1,1,0,0,0
P4721,validation,1,1,0,0,0
P4724,train,5,0,0,0,0
P4746,train,3,0,0,0,0
P4803,validation,1,1,0,0,0
P4840,train,1,1,0,0,0
P4987,train,1,0,0,0,0
P5034,train,1,0,0,0,0
P5070,validation,1,0,0,0,0
P5155,train,1,0,0,1,0
P5171,train,1,0,0,0,0
P5195,train,3,0,0,0,0
P5203,test,46,23,1,9,7
P5334,train,1,0,0,1,0
P5337,train,2,2,0,0,0
P5512,train,1,1,0,0,0
P5580,train,1,0,0,1,0
P5720,train,1,0,0,0,0
P5728,train,1,1,0,0,0
P5733,train,2,0,0,0,0
P5760,train,4,0,0,0,0
P5789,test,39,8,0,16,6
P5949,train,1,1,0,0,0
P6281,train,2,0,0,0,0
P6297,train,1,0,0,0,0
P6301,train,6,3,0,0,3
P6484,train,1,0,0,1,0
P6525,train,3,0,0,0,0
P6571,train,1,0,0,0,0
P6637,test,34,11,0,9,4
P6728,train,1,0,0,1,0
P6898,train,1,0,0,0,0
P7092,train,1,0,0,0,0
P7371,train,1,0,0,0,0
P7442,train,3,0,0,0,0
P7476,train,2,0,0,0,0
P7487,train,1,0,0,0,0
P7584,train,4,0,0,0,0
P7588,validation,1,0,0,0,0
P7746,train,1,0,0,0,0
P7763,train,1,0,0,0,0
P7860,train,1,0,0,0,0
P7885,train,2,0,0,0,0
P8089,train,1,0,0,0,0
P8126,validation,1,0,0,0,0
P8143,train,1,0,0,0,0
P8168,train,5,0,0,0,0
P8179,train,1,0,0,0,0
P8204,train,2,0,0,0,0
P8507,train,1,0,0,0,0
P8583,train,4,0,0,0,0
P8587,train,1,0,0,0,0
P9018,train,2,0,0,0,0
P9086,train,1,0,0,0,0
P9337,train,4,0,0,0,0
P9365,train,1,0,0,1,0
P9467,train,3,0,0,0,0
P9645,train,3,0,0,0,0
P9847,train,13,0,0,5,0
