source_scene_id,split,master_tile_count,no_overlap__low_mask_area_count,no_overlap__high_mask_area_count,overlap__low_mask_area_count,overlap__high_mask_area_count
P0555,train,1,0,0,1,0
P0557,train,3,2,0,0,0
P0558,train,1,0,0,0,0
P0559,train,1,0,0,0,1
P0562,train,1,0,0,0,0
P0563,train,1,0,0,0,0
P0564,validation,2,0,0,2,0
P0565,train,4,4,0,0,0
P0568,validation,1,0,0,0,0
P0569,validation,1,0,0,0,1
P0571,train,1,1,0,0,0
P0572,train,2,0,0,2,0
P0577,train,1,0,0,0,0
P0578,train,2,2,0,0,0
P0580,validation,1,0,0,0,1
P0581,train,4,2,0,0,0
P0586,validation,2,1,0,0,0
P0587,train,2,2,0,0,0
P0590,train,4,0,0,0,4
P0591,train,4,2,0,0,0
P0593,train,1,1,0,0,0
P0595,train,1,0,0,0,0
P0597,validation,2,0,0,0,0
P0601,train,1,0,0,0,1
P0602,train,4,0,0,4,0
P0603,train,2,1,0,0,0
P0604,validation,2,1,0,1,0
P0607,train,1,0,0,0,0
P0609,train,3,3,0,0,0
P0610,train,1,0,0,0,0
P0611,validation,2,0,0,2,0
P0612,validation,2,0,0,0,2
P0613,train,1,0,0,0,0
P0614,train,1,0,0,0,0
P0615,train,4,4,0,0,0
P0617,train,3,1,0,2,0
P0618,train,3,2,0,0,0
P0619,train,2,1,0,0,0
P0623,validation,4,0,0,0,4
P0624,train,2,2,0,0,0
P0625,train,1,1,0,0,0
P0626,train,1,0,0,0,0
P0627,train,3,0,0,0,0
P0630,train,1,1,0,0,0
P0631,validation,6,1,0,4,1
P0632,train,7,4,0,2,0
P0634,train,1,1,0,0,0
P0637,train,1,0,0,0,1
P0641,train,1,1,0,0,0
P0642,train,1,0,0,0,0
P0643,train,1,1,0,0,0
P0646,train,2,1,0,1,0
P0647,train,1,1,0,0,0
P0648,train,1,1,0,0,0
P0650,train,1,1,0,0,0
P0652,train,1,0,0,0,0
P0653,train,4,0,0,0,4
P0654,validation,4,4,0,0,0
P0658,train,2,1,0,1,0
P0659,validation,1,0,0,0,0
P0660,validation,2,0,0,2,0
P0664,train,2,0,0,0,0
P0665,train,4,0,0,0,4
P0666,validation,1,0,0,1,0
P0676,train,1,0,0,0,1
P0683,train,8,3,0,3,2
P0684,validation,1,0,0,1,0
P0685,validation,5,0,0,0,5
P0687,train,4,0,0,0,4
P0688,train,4,0,4,0,0
P0689,train,2,2,0,0,0
P0692,train,2,2,0,0,0
P0693,train,2,1,1,0,0
P0695,train,4,0,0,0,4
P0696,train,6,0,1,1,4
P0697,train,4,2,0,0,2
P0699,train,1,0,0,1,0
P0700,validation,3,0,0,1,2
P0703,train,6,3,0,2,1
P0704,train,5,0,0,2,3
P0706,validation,4,0,0,0,4
P0707,validation,4,0,0,4,0
P0711,validation,1,1,0,0,0
P0712,train,2,0,0,1,1
P0713,train,6,2,0,0,4
P0714,train,1,0,1,0,0
P0715,train,3,1,0,2,0
P0716,train,2,1,0,0,1
P0719,train,2,2,0,0,0
P0722,train,1,0,0,0,0
P0723,train,4,2,0,2,0
P0724,train,4,2,0,0,2
P0725,train,4,2,2,0,0
P0726,train,4,2,0,0,2
P0727,train,4,3,0,0,0
P0728,train,5,1,0,1,3
P0729,validation,2,2,0,0,0
P0730,train,4,0,0,0,4
P0731,train,3,0,0,2,1
P0732,train,4,2,2,0,0
P0733,train,4,0,0,0,4
P0734,validation,5,1,0,1,3
P0737,train,5,5,0,0,0
P0738,train,2,1,0,0,1
P0743,train,1,1,0,0,0
P0744,validation,4,0,0,0,4
P0745,train,1,1,0,0,0
P0746,train,1,1,0,0,0
P0749,train,2,1,0,0,1
P0750,train,1,1,0,0,0
P0753,train,1,0,0,0,1
P0754,train,2,0,0,0,2
P0755,train,4,3,1,0,0
P0757,train,4,0,0,2,2
P0759,train,4,0,0,0,4
P0760,train,2,2,0,0,0
P0761,validation,4,0,0,1,3
P0762,train,1,1,0,0,0
P0763,train,4,0,1,0,3
P0764,train,4,0,0,0,4
P0766,train,1,0,0,1,0
P0768,train,1,1,0,0,0
P0769,validation,2,0,0,0,0
P0770,train,4,0,0,1,3
P0775,train,6,0,0,0,6
P0777,train,4,0,0,0,4
P0778,train,4,3,0,0,1
P0779,train,1,0,0,0,1
P0780,train,4,1,1,0,2
P0781,train,2,0,2,0,0
P0782,train,2,2,0,0,0
P0783,train,5,2,1,1,1
P0785,train,12,4,0,6,2
P0786,train,12,2,0,7,3
P0787,train,4,2,0,0,2
P0789,train,4,0,0,2,2
P0790,validation,6,0,0,1,5
P0791,train,4,0,0,0,4
P0792,train,4,0,0,0,4
P0794,validation,3,2,0,0,1
P0795,train,5,1,0,2,2
P0796,train,3,0,0,3,0
P0799,train,6,2,0,2,2
P0800,validation,6,2,0,1,3
P0801,train,5,1,0,0,4
P0803,train,2,1,1,0,0
P0804,validation,1,0,0,1,0
P0805,train,1,0,0,0,0
P0806,train,2,2,0,0,0
P0809,train,4,2,0,2,0
P0814,train,2,2,0,0,0
P0816,train,2,1,0,0,1
P0817,train,4,0,0,1,3
P0818,train,1,0,0,1,0
P0819,validation,2,0,0,2,0
P0823,train,6,1,0,0,5
P0825,train,1,0,0,0,1
P0826,train,2,2,0,0,0
P0827,train,6,0,0,0,6
P0828,train,6,0,0,2,4
P0829,train,3,0,0,1,2
P0831,train,1,0,0,1,0
P0832,train,2,2,0,0,0
P0833,validation,2,0,0,0,2
P0835,train,8,0,0,1,7
P0837,train,2,2,0,0,0
P0838,train,3,1,0,0,2
P0839,train,3,3,0,0,0
P0840,validation,12,5,1,5,1
P0841,train,9,3,0,2,3
P0843,validation,1,1,0,0,0
P0844,validation,1,1,0,0,0
P0845,train,2,0,0,0,2
P0846,train,2,0,2,0,0
P0849,train,2,0,0,0,0
P0850,train,2,2,0,0,0
P0851,train,1,0,0,1,0
P0853,train,2,2,0,0,0
P0855,train,2,0,0,0,2
P0856,train,1,0,0,1,0
P0857,train,2,0,0,0,2
P0858,train,4,0,0,2,2
P0860,train,9,0,0,1,7
P0861,train,9,0,0,0,8
P0864,train,8,1,0,3,3
P0867,validation,12,0,0,2,10
P0868,validation,8,1,1,3,3
P0869,train,2,0,0,2,0
P0870,train,2,0,0,0,2
P0871,train,9,0,0,5,4
P0872,validation,6,0,0,0,6
P0873,train,8,1,3,2,2
P0874,train,5,2,0,2,1
P0875,train,6,0,0,0,6
P0878,train,6,3,0,0,1
P0879,train,12,4,0,4,4
P0881,validation,1,1,0,0,0
P0882,train,2,0,0,0,2
P0883,train,4,0,0,1,3
P0884,train,4,0,0,0,4
P0885,train,3,1,0,2,0
P0887,train,12,2,2,1,4
P0888,train,3,0,0,0,0
P0890,train,9,0,0,4,5
P0892,train,7,1,0,2,4
P0893,validation,8,0,0,3,5
P0894,train,12,2,0,4,4
P0895,train,2,0,0,0,2
P0896,train,9,2,0,2,5
P0897,train,9,0,0,2,7
P0898,validation,17,6,0,2,9
P0899,train,9,2,0,5,2
P0900,train,7,0,2,0,3
P0904,train,2,0,2,0,0
P0905,validation,1,1,0,0,0
P0906,train,9,4,0,1,4
P0907,train,3,1,0,1,0
P0908,train,5,3,0,1,0
P0909,train,6,4,0,0,0
P0910,train,9,6,0,3,0
P0911,train,6,6,0,0,0
P0913,train,8,7,0,0,0
P0914,validation,4,4,0,0,0
P0915,train,2,0,0,2,0
P0918,train,1,0,0,0,0
P0920,train,6,2,0,4,0
P0921,validation,6,5,0,1,0
P0922,train,2,0,0,0,0
P0925,train,4,4,0,0,0
P0926,train,7,5,0,2,0
P0928,train,2,0,0,0,2
P0932,train,2,1,0,0,0
P0933,train,6,5,0,0,0
P0934,train,8,4,0,1,3
P0936,train,6,6,0,0,0
P0938,train,4,0,0,1,3
P0940,train,4,0,0,4,0
P0941,validation,4,4,0,0,0
P0944,train,5,5,0,0,0
P0945,train,4,4,0,0,0
P0946,train,9,7,0,2,0
P0947,train,8,4,0,1,0
P0948,train,5,1,0,2,2
P0950,train,4,2,0,0,0
P0951,validation,2,0,0,0,0
P0952,train,9,7,0,0,0
P0953,validation,5,5,0,0,0
P0957,train,8,8,0,0,0
P0960,train,6,2,0,4,0
P0961,train,9,7,0,2,0
P0963,train,1,1,0,0,0
P0964,train,5,4,0,0,0
P0966,train,4,1,0,0,0
P0967,train,8,6,2,0,0
P0968,train,2,1,0,1,0
P0969,validation,1,0,0,0,1
P0970,train,3,1,0,0,0
P0972,train,3,1,0,0,0
P0973,train,1,1,0,0,0
P0974,train,1,0,0,0,0
P0975,train,4,2,0,2,0
P0977,train,3,1,0,2,0
P0978,train,4,1,0,3,0
P0979,train,1,0,0,0,0
P0980,train,1,0,0,0,1
P0981,train,5,4,0,0,0
P0986,train,6,5,0,1,0
P0989,train,3,0,0,2,0
P0990,validation,8,6,0,2,0
P0991,train,6,3,0,3,0
P0993,validation,5,5,0,0,0
P0995,train,2,1,0,1,0
P0998,train,8,7,0,0,0
P0999,train,2,2,0,0,0
P1003,train,7,5,0,2,0
P1005,validation,12,10,0,2,0
P1006,validation,5,1,0,2,0
P10063,train,1,0,0,0,0
P1007,train,12,6,0,3,0
P10084,train,1,0,0,0,0
P1009,train,10,6,4,0,0
P10090,validation,6,1,0,0,5
P1010,train,6,2,0,4,0
P1012,train,2,2,0,0,0
P1014,train,9,9,0,0,0
P1015,train,2,2,0,0,0
P1016,train,7,7,0,0,0
P1019,test,20,6,0,14,0
P10191,train,1,0,0,0,0
P1020,train,2,2,0,0,0
P1021,train,2,2,0,0,0
P10210,train,1,0,0,0,0
P1022,validation,1,1,0,0,0
P1023,train,10,6,0,4,0
P10251,train,1,0,0,0,0
P10259,train,1,0,0,0,0
P1026,train,5,3,0,0,2
P1027,validation,6,3,0,3,0
P1029,validation,5,5,0,0,0
P1030,train,10,2,0,8,0
P10339,train,19,1,0,3,13
P1037,train,5,2,0,2,1
P10398,train,1,1,0,0,0
P1043,train,4,0,0,2,2
P10451,train,1,0,0,0,0
P1046,train,4,0,0,0,4
P1047,train,1,0,1,0,0
P1049,train,11,2,0,3,5
P1051,train,2,0,0,0,2
P1053,train,3,2,0,0,0
P10531,train,1,0,0,0,1
P1054,train,1,0,0,0,0
P10549,train,1,0,0,1,0
P1055,train,17,11,0,5,0
P10550,train,1,0,0,0,0
P1057,train,16,5,0,4,6
P10572,train,1,1,0,0,0
P1059,validation,20,13,0,4,3
P1060,train,7,4,0,2,0
P10600,train,1,0,0,0,0
P1061,train,4,1,0,2,0
P1062,train,4,1,0,2,0
P1063,train,6,4,0,1,0
P1065,train,11,8,0,2,0
P1066,train,4,3,0,1,0
P1067,train,7,3,0,4,0
P1069,train,8,5,0,1,0
P1070,train,17,9,0,2,0
P1071,train,10,5,0,1,4
P1073,train,4,0,0,0,4
P10747,train,45,14,3,1,24
P1075,validation,10,3,0,4,2
P1076,train,6,0,0,2,4
P1078,train,4,1,0,1,0
P1079,validation,4,2,0,2,0
P1080,train,6,1,0,4,1
P10808,train,42,14,7,0,21
P10839,validation,1,0,0,0,0
P1084,train,4,2,0,0,2
P1086,train,1,0,0,0,0
P1087,train,12,5,0,6,1
P1088,train,3,2,0,1,0
P1089,train,1,0,0,0,0
P1090,train,4,0,0,0,4
P1091,train,1,1,0,0,0
P1092,validation,6,5,0,1,0
P1094,train,3,0,0,0,0
P10943,train,1,0,0,0,0
P1095,train,9,6,0,1,0
P10956,train,1,0,0,0,1
P1096,train,12,6,0,6,0
P10963,train,49,4,3,2,40
P1098,train,5,0,0,1,2
P1099,train,2,2,0,0,0
P10990,train,1,0,0,0,0
P1101,train,1,1,0,0,0
P1103,train,2,1,0,1,0
P11032,train,1,1,0,0,0
P11039,train,1,0,0,0,0
P11052,train,3,0,0,0,0
P11054,train,15,0,0,0,0
P11063,train,1,1,0,0,0
P1107,train,1,1,0,0,0
P1108,train,15,3,0,12,0
P1109,validation,3,1,0,0,2
P1110,train,1,1,0,0,0
P1113,train,2,1,0,0,0
P1114,train,5,4,0,0,0
P1116,train,4,2,0,1,0
P1117,train,3,0,0,0,0
P1118,train,3,2,0,0,0
P1119,train,1,0,0,0,1
P1121,train,1,0,0,0,0
P1122,train,6,0,0,0,1
P1128,validation,1,0,0,0,0
P1131,train,7,0,0,1,0
P1132,train,3,0,0,0,0
P1140,validation,5,1,0,1,0
P1141,validation,1,0,0,0,0
P1142,validation,4,1,0,0,0
P1143,train,13,6,0,3,1
P1144,train,3,3,0,0,0
P1147,train,11,9,0,0,0
P1149,train,1,0,0,0,0
P1150,train,1,0,0,0,0
P1152,train,2,0,0,0,0
P1154,train,5,0,0,0,0
P1158,train,30,10,0,9,7
P1159,validation,9,7,0,1,0
P1161,train,24,7,0,3,11
P1164,validation,2,0,0,0,0
P1165,train,1,0,0,0,0
P1166,train,5,0,0,0,0
P1168,train,15,1,0,5,9
P1171,train,3,0,0,0,0
P1173,train,9,0,0,2,3
P1174,train,19,6,0,0,11
P1178,train,17,3,0,2,12
P1179,train,13,2,0,3,0
P1181,validation,6,4,0,1,1
P1182,train,13,10,0,3,0
P1184,train,3,0,0,0,0
P1185,train,4,0,0,0,4
P1186,train,1,0,0,1,0
P1187,train,1,1,0,0,0
P1189,train,1,0,0,0,1
P1191,train,1,0,0,1,0
P1193,train,2,0,0,0,2
P1198,train,1,1,0,0,0
P1199,train,1,0,0,1,0
P1200,train,1,0,0,0,0
P1201,train,4,0,0,0,0
P1205,train,2,0,0,0,0
P1209,validation,2,0,0,0,0
P1213,train,1,0,0,0,0
P1214,train,2,0,0,0,0
P1221,train,1,0,0,0,0
P1224,train,6,0,0,0,0
P1225,train,3,0,0,0,0
P1228,train,4,0,0,0,0
P1230,validation,2,0,0,0,0
P1231,train,6,0,0,0,0
P1232,train,1,0,0,0,0
P1234,train,3,0,0,0,0
P1239,validation,4,0,0,0,0
P1240,validation,2,0,0,0,0
P1241,train,6,0,0,0,0
P1242,train,6,0,0,0,0
P1243,validation,2,0,0,0,0
P1245,train,3,0,0,0,0
P1246,train,4,0,0,0,0
P1249,train,2,0,0,0,0
P1251,train,4,0,0,0,0
P1255,train,5,0,0,0,0
P1257,train,4,0,0,0,0
P1258,validation,7,0,0,0,0
P1259,train,4,0,0,0,0
P1260,train,2,0,0,0,0
P1265,train,5,0,0,0,0
P1267,train,5,0,0,0,0
P1268,train,1,0,0,0,0
P1273,train,3,0,0,0,0
P1274,train,2,0,0,0,0
P1275,train,4,0,0,0,0
P1277,train,3,0,0,0,0
P1278,train,3,0,0,0,0
P1281,train,3,0,0,0,0
P1283,validation,1,0,0,0,0
P1287,train,2,0,0,0,0
P1288,train,4,0,0,0,0
P1292,validation,1,0,0,0,0
P1295,train,2,0,0,0,0
P1298,train,1,0,0,0,0
P1300,train,4,0,0,0,0
P1306,train,2,0,0,0,0
P1307,train,3,0,0,0,0
P1308,train,5,0,0,0,0
P1309,train,2,0,0,0,0
P1311,validation,6,0,0,0,0
P1314,train,3,0,0,0,0
P1315,train,5,0,0,0,0
P1319,validation,8,0,0,0,0
P1321,train,3,0,0,0,0
P1322,train,8,0,0,0,0
P1323,validation,4,0,0,0,0
P1325,train,6,0,0,0,0
P1329,train,4,0,0,0,0
P1332,train,2,0,0,0,0
P1333,validation,3,0,0,0,0
P1336,train,2,0,0,0,0
P1337,validation,2,0,0,0,0
P1338,train,5,0,0,0,0
P1340,validation,5,0,0,0,0
P1341,train,5,0,0,0,0
P1342,train,5,0,0,0,0
P1343,train,6,0,0,0,0
P1344,train,11,0,0,0,0
P1351,validation,6,0,0,0,0
P1353,train,6,0,0,0,0
P1354,train,3,0,0,0,0
P1356,validation,8,0,0,0,0
P1357,train,6,0,0,0,0
P1358,train,3,0,0,0,0
P1359,train,8,0,0,0,0
P1360,train,7,0,0,0,0
P1361,train,6,0,0,0,0
P1366,train,2,0,0,0,0
P1368,train,1,0,0,0,0
P1370,train,1,0,0,0,0
P1373,train,3,0,0,0,0
P1374,train,25,7,0,9,9
P1375,train,2,0,0,0,0
P1376,train,27,13,0,10,3
P1377,train,22,15,0,4,2
P1380,train,33,5,0,5,22
P1382,train,27,4,0,7,13
P1384,train,9,2,0,0,0
P1386,validation,5,0,0,1,0
P1387,train,18,4,0,13,0
P1388,test,28,1,0,17,8
P1389,train,34,9,0,6,17
P1390,train,13,9,0,0,0
P1391,train,23,8,1,2,8
P1392,train,11,5,0,3,1
P1393,train,36,8,2,6,15
P1394,train,25,16,0,3,6
P1395,validation,23,9,0,7,2
P1397,train,13,8,0,0,0
P1398,train,6,0,0,0,0
P1399,train,8,0,0,0,0
P1401,train,18,5,0,6,5
P1403,train,22,8,0,7,4
P1408,validation,37,15,0,5,17
P1410,train,41,12,1,7,21
P1412,train,28,6,0,2,20
P1413,train,18,5,0,2,8
P1414,train,24,3,0,2,17
P1416,validation,9,2,0,0,7
P1418,train,7,0,0,3,4
P1419,train,12,5,0,0,4
P1420,train,2,0,0,0,0
P1427,train,11,0,0,0,0
P1428,train,2,0,0,0,0
P1429,train,5,0,0,0,0
P1431,train,2,0,0,0,0
