image_id,file_name,source_file_name,source_scene_id,tile_x,tile_y,tile_size,num_objects,mask_area_pixels,mask_area_ratio,max_pair_bbox_iou,num_bbox_overlap_pairs,has_bbox_overlap,overlap_group,area_group,stratum,split,area_threshold,stratify_by,no_overlap_iou_max,overlap_iou_min,selected_eval,source_image_id
22,P0032_0002.png,P0032.png,P0032,1401,0,1024,5,21477,0.02048206329345703,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,47
23,P0032_0003.png,P0032.png,P0032,0,665,1024,5,25459,0.02427959442138672,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,48
24,P0032_0004.png,P0032.png,P0032,1024,665,1024,3,15038,0.014341354370117188,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,49
25,P0032_0005.png,P0032.png,P0032,1401,665,1024,2,7264,0.006927490234375,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,50
26,P0038_0000.png,P0038.png,P0038,0,0,1024,2,23136,0.022064208984375,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,51
27,P0038_0001.png,P0038.png,P0038,1024,0,1024,2,15808,0.01507568359375,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,52
28,P0038_0002.png,P0038.png,P0038,1531,0,1024,1,135,0.00012874603271484375,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,53
29,P0038_0004.png,P0038.png,P0038,1024,1024,1024,2,65638,0.06259727478027344,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,55
30,P0038_0005.png,P0038.png,P0038,1531,1024,1024,2,14428,0.013759613037109375,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,56
31,P0038_0006.png,P0038.png,P0038,0,2048,1024,1,7238,0.0069026947021484375,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,57
32,P0038_0007.png,P0038.png,P0038,1024,2048,1024,3,20435,0.01948833465576172,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,58
33,P0038_0008.png,P0038.png,P0038,1531,2048,1024,1,14767,0.014082908630371094,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,59
34,P0038_0009.png,P0038.png,P0038,0,3072,1024,2,46846,0.04467582702636719,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,60
35,P0038_0012.png,P0038.png,P0038,0,3288,1024,2,46846,0.04467582702636719,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,63
36,P0042_0000.png,P0042.png,P0042,0,0,1024,2,1324,0.001262664794921875,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,203
37,P0042_0001.png,P0042.png,P0042,876,0,1024,14,19411,0.01851177215576172,0.007888509071785432,5,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,204
38,P0042_0002.png,P0042.png,P0042,0,1024,1024,19,35004,0.033382415771484375,0.04327898414606657,6,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,205
39,P0042_0003.png,P0042.png,P0042,876,1024,1024,11,18314,0.017465591430664062,0.005067567567567568,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,206
40,P0042_0004.png,P0042.png,P0042,0,1201,1024,18,30834,0.029405593872070312,0.04327898414606657,6,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,207
41,P0042_0005.png,P0042.png,P0042,876,1201,1024,9,13836,0.013195037841796875,0.005067567567567568,1,True,overlap,low_mask_area,overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,208
42,P0049_0001.png,P0049.png,P0049,604,0,1024,0,0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.0167140960693359,mask_area,0.0,0.001,False,210
43,P0070_0002.png,P0070.png,P0070,0,208,1024,0,0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.0167140960693359,mask_area,0.0,0.001,False,287
44,P0082_0016.png,P0082.png,P0082,4096,2048,1024,0,0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.0167140960693359,mask_area,0.0,0.001,False,99
45,P0083_0009.png,P0083.png,P0083,3072,1024,1024,0,0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.0167140960693359,mask_area,0.0,0.001,False,122
46,P0085_0008.png,P0085.png,P0085,1591,1482,1024,0,0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.0167140960693359,mask_area,0.0,0.001,False,297
47,P0099_0002.png,P0099.png,P0099,0,460,1024,0,0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.0167140960693359,mask_area,0.0,0.001,False,334
48,P0113_0001.png,P0113.png,P0113,1024,0,1024,1,858,0.0008182525634765625,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,345
49,P0113_0003.png,P0113.png,P0113,2794,0,1024,4,3416,0.00325775146484375,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,347
50,P0113_0004.png,P0113.png,P0113,0,1024,1024,6,6245,0.005955696105957031,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,348
51,P0113_0005.png,P0113.png,P0113,1024,1024,1024,14,17065,0.016274452209472656,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,349
52,P0113_0006.png,P0113.png,P0113,2048,1024,1024,30,29493,0.02812671661376953,0.005758157389635317,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,350
53,P0113_0007.png,P0113.png,P0113,2794,1024,1024,22,15395,0.014681816101074219,0.005758157389635317,1,True,overlap,low_mask_area,overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,351
54,P0113_0008.png,P0113.png,P0113,0,2048,1024,3,1732,0.001651763916015625,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,352
55,P0113_0009.png,P0113.png,P0113,1024,2048,1024,5,1822,0.0017375946044921875,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,353
56,P0113_0010.png,P0113.png,P0113,2048,2048,1024,15,7908,0.007541656494140625,0.0013693940431359123,1,True,overlap,low_mask_area,overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,354
57,P0113_0011.png,P0113.png,P0113,2794,2048,1024,2,1731,0.0016508102416992188,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,355
58,P0113_0012.png,P0113.png,P0113,0,3072,1024,3,3155,0.0030088424682617188,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,356
59,P0113_0013.png,P0113.png,P0113,1024,3072,1024,3,1769,0.0016870498657226562,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,357
60,P0113_0014.png,P0113.png,P0113,2048,3072,1024,4,4683,0.004466056823730469,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,358
61,P0113_0016.png,P0113.png,P0113,0,3116,1024,3,3155,0.0030088424682617188,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,360
62,P0113_0017.png,P0113.png,P0113,1024,3116,1024,2,942,0.0008983612060546875,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,361
63,P0113_0018.png,P0113.png,P0113,2048,3116,1024,4,4371,0.004168510437011719,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,362
64,P0141_0003.png,P0141.png,P0141,3072,0,1024,0,0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.0167140960693359,mask_area,0.0,0.001,False,163
65,P0141_0004.png,P0141.png,P0141,3303,0,1024,0,0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.0167140960693359,mask_area,0.0,0.001,False,164
66,P0158_0006.png,P0158.png,P0158,2048,1024,1024,0,0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.0167140960693359,mask_area,0.0,0.001,False,397
67,P0160_0000.png,P0160.png,P0160,0,0,1024,1,584,0.00055694580078125,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,403
68,P0160_0001.png,P0160.png,P0160,1024,0,1024,4,11927,0.011374473571777344,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,404
69,P0160_0002.png,P0160.png,P0160,2048,0,1024,3,5741,0.005475044250488281,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,405
70,P0160_0003.png,P0160.png,P0160,2360,0,1024,3,5741,0.005475044250488281,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,406
71,P0160_0005.png,P0160.png,P0160,1024,1024,1024,9,20836,0.019870758056640625,0.00043795620437956203,1,True,ambiguous_overlap,high_mask_area,negative,train,0.0167140960693359,mask_area,0.0,0.001,False,408
72,P0160_0006.png,P0160.png,P0160,2048,1024,1024,5,5800,0.00553131103515625,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,409
73,P0160_0007.png,P0160.png,P0160,2360,1024,1024,5,5800,0.00553131103515625,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,410
74,P0160_0008.png,P0160.png,P0160,0,1791,1024,0,0,0.0,0.0,0,False,no_overlap,low_mask_area,negative,train,0.0167140960693359,mask_area,0.0,0.001,False,411
75,P0160_0009.png,P0160.png,P0160,1024,1791,1024,1,1313,0.0012521743774414062,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,412
76,P0160_0010.png,P0160.png,P0160,2048,1791,1024,3,2065,0.0019693374633789062,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,413
77,P0160_0011.png,P0160.png,P0160,2360,1791,1024,1,514,0.0004901885986328125,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,414
78,P0161_0000.png,P0161.png,P0161,0,0,1024,1,1137,0.0010843276977539062,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,94
79,P0161_0001.png,P0161.png,P0161,1024,0,1024,7,6056,0.00577545166015625,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,95
80,P0161_0002.png,P0161.png,P0161,1580,0,1024,5,5564,0.005306243896484375,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,96
81,P0161_0004.png,P0161.png,P0161,1024,1024,1024,7,7043,0.006716728210449219,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,98
82,P0161_0005.png,P0161.png,P0161,1580,1024,1024,1,1976,0.00188446044921875,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,99
83,P0161_0007.png,P0161.png,P0161,1024,1690,1024,3,9072,0.0086517333984375,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,101
84,P0162_0000.png,P0162.png,P0162,0,0,1024,16,994,0.0009479522705078125,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,415
85,P0162_0001.png,P0162.png,P0162,140,0,1024,16,994,0.0009479522705078125,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,416
86,P0162_0002.png,P0162.png,P0162,0,439,1024,16,994,0.0009479522705078125,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,417
87,P0162_0003.png,P0162.png,P0162,140,439,1024,16,994,0.0009479522705078125,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,418
88,P0167_0000.png,P0167.png,P0167,0,0,1024,2,6145,0.005860328674316406,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,170
89,P0167_0001.png,P0167.png,P0167,1024,0,1024,5,12381,0.011807441711425781,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,171
90,P0167_0002.png,P0167.png,P0167,2048,0,1024,4,2463,0.0023488998413085938,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,172
91,P0167_0005.png,P0167.png,P0167,1024,1024,1024,5,8855,0.008444786071777344,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,175
92,P0167_0006.png,P0167.png,P0167,2048,1024,1024,9,5323,0.005076408386230469,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,176
93,P0167_0008.png,P0167.png,P0167,0,2048,1024,5,9024,0.00860595703125,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,178
94,P0167_0009.png,P0167.png,P0167,1024,2048,1024,13,16818,0.016038894653320312,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,179
95,P0167_0010.png,P0167.png,P0167,2048,2048,1024,6,5296,0.0050506591796875,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,180
96,P0167_0012.png,P0167.png,P0167,0,2560,1024,1,312,0.00029754638671875,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,182
97,P0167_0013.png,P0167.png,P0167,1024,2560,1024,9,8612,0.008213043212890625,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,183
98,P0167_0014.png,P0167.png,P0167,2048,2560,1024,7,5973,0.005696296691894531,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,184
99,P0167_0015.png,P0167.png,P0167,3072,2560,1024,3,1289,0.0012292861938476562,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,185
100,P0171_0000.png,P0171.png,P0171,0,0,1024,9,26327,0.025107383728027344,0.07551207581779272,2,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,423
101,P0171_0001.png,P0171.png,P0171,1024,0,1024,7,10785,0.010285377502441406,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,424
102,P0171_0002.png,P0171.png,P0171,1697,0,1024,3,2235,0.0021314620971679688,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,425
103,P0171_0003.png,P0171.png,P0171,0,326,1024,9,27723,0.02643871307373047,0.07551207581779272,2,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,426
104,P0171_0004.png,P0171.png,P0171,1024,326,1024,7,13005,0.012402534484863281,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,427
105,P0171_0005.png,P0171.png,P0171,1697,326,1024,3,14389,0.013722419738769531,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,428
106,P0174_0000.png,P0174.png,P0174,0,0,1024,15,28069,0.02676868438720703,0.08057966398598615,4,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,429
107,P0174_0001.png,P0174.png,P0174,924,0,1024,5,8326,0.007940292358398438,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,430
108,P0174_0002.png,P0174.png,P0174,0,324,1024,14,22152,0.02112579345703125,0.08057966398598615,4,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,431
109,P0174_0003.png,P0174.png,P0174,924,324,1024,5,8326,0.007940292358398438,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,432
110,P0178_0000.png,P0178.png,P0178,0,0,1024,4,30879,0.029448509216308594,0.01627040648624959,2,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,433
111,P0178_0001.png,P0178.png,P0178,881,0,1024,1,2683,0.0025587081909179688,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,434
112,P0178_0002.png,P0178.png,P0178,0,843,1024,2,6999,0.006674766540527344,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,435
113,P0178_0003.png,P0178.png,P0178,881,843,1024,5,25979,0.02477550506591797,0.007996873402880076,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,436
114,P0179_0000.png,P0179.png,P0179,0,0,1024,6,15079,0.014380455017089844,0.011243851018973999,2,True,overlap,low_mask_area,overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,113
115,P0179_0001.png,P0179.png,P0179,1024,0,1024,1,1518,0.0014476776123046875,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,114
116,P0179_0005.png,P0179.png,P0179,0,1024,1024,13,18986,0.018106460571289062,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,118
117,P0179_0006.png,P0179.png,P0179,1024,1024,1024,19,28648,0.02732086181640625,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,119
118,P0179_0007.png,P0179.png,P0179,2048,1024,1024,3,4611,0.004397392272949219,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,120
119,P0179_0011.png,P0179.png,P0179,1024,2048,1024,6,5908,0.005634307861328125,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,124
120,P0179_0012.png,P0179.png,P0179,2048,2048,1024,6,10518,0.010030746459960938,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,125
121,P0179_0013.png,P0179.png,P0179,3072,2048,1024,16,23152,0.0220794677734375,0.006220839813374806,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,126
122,P0179_0014.png,P0179.png,P0179,3750,2048,1024,3,4022,0.0038356781005859375,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,127
123,P0179_0018.png,P0179.png,P0179,3072,3072,1024,10,15949,0.015210151672363281,0.013984509466437178,2,True,overlap,low_mask_area,overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,131
124,P0179_0019.png,P0179.png,P0179,3750,3072,1024,13,28171,0.02686595916748047,0.013984509466437178,2,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,132
125,P0179_0023.png,P0179.png,P0179,3072,3518,1024,6,11003,0.010493278503417969,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,136
126,P0179_0024.png,P0179.png,P0179,3750,3518,1024,10,22319,0.021285057067871094,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,137
127,P0183_0000.png,P0183.png,P0183,0,0,1024,10,15654,0.014928817749023438,0.0,0,False,no_overlap,low_mask_area,no_overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,437
128,P0183_0001.png,P0183.png,P0183,1024,0,1024,37,48975,0.046706199645996094,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,438
129,P0183_0002.png,P0183.png,P0183,2048,0,1024,28,40312,0.03844451904296875,0.0,0,False,no_overlap,high_mask_area,no_overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,439
130,P0183_0003.png,P0183.png,P0183,3072,0,1024,21,28455,0.027136802673339844,0.009190120620333142,1,True,overlap,high_mask_area,overlap__high_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,440
131,P0183_0004.png,P0183.png,P0183,4096,0,1024,8,12976,0.0123748779296875,0.0017671517671517672,1,True,overlap,low_mask_area,overlap__low_mask_area,train,0.0167140960693359,mask_area,0.0,0.001,False,441
