source_scene_id,split,master_tile_count,no_overlap__low_mask_area_count,no_overlap__high_mask_area_count,overlap__low_mask_area_count,overlap__high_mask_area_count
P0591,train,2,2,0,0,0
P0595,train,2,0,0,2,0
P0602,train,4,0,0,4,0
P0610,train,1,0,0,0,0
P0615,train,4,4,0,0,0
P0617,train,3,0,1,1,1
P0618,train,3,3,0,0,0
P0619,train,3,2,0,0,0
P0622,train,2,2,0,0,0
P0623,train,4,0,0,0,4
P0627,train,6,6,0,0,0
P0629,validation,4,4,0,0,0
P0631,train,4,1,0,0,3
P0632,train,5,4,0,0,0
P0653,train,4,0,0,0,4
P0654,test,4,0,4,0,0
P0664,train,3,2,0,1,0
P0665,train,4,0,0,0,4
P0683,validation,6,2,0,1,3
P0685,train,4,1,0,0,3
P0687,train,4,0,0,0,4
P0688,train,4,0,0,0,4
P0695,train,4,0,0,0,4
P0696,train,6,0,0,0,6
P0697,validation,4,2,0,0,2
P0700,train,3,0,1,0,2
P0703,train,4,1,0,0,3
P0704,train,6,1,0,1,4
P0706,train,4,0,0,0,4
P0707,validation,4,0,0,1,3
P0713,validation,6,2,0,0,4
P0715,train,3,0,0,1,2
P0719,train,4,1,2,0,0
P0723,train,4,0,0,2,2
P0724,train,4,0,2,0,2
P0725,train,4,0,4,0,0
P0726,train,4,2,2,0,0
P0727,train,3,1,2,0,0
P0728,train,4,0,0,0,4
P0730,train,4,0,0,0,4
P0731,validation,3,0,0,0,3
P0732,train,4,0,3,0,1
P0734,train,6,2,0,0,4
P0737,train,5,2,3,0,0
P0744,train,4,0,0,0,4
P0755,validation,4,0,4,0,0
P0757,train,4,0,0,0,4
P0759,train,4,0,0,0,4
P0761,train,4,0,2,0,2
P0763,train,4,0,2,0,2
P0764,train,4,0,0,0,4
P0769,train,2,1,0,0,0
P0770,train,4,0,0,0,4
P0775,train,4,0,0,0,4
P0777,train,4,0,0,0,4
P0778,train,4,1,1,0,2
P0780,validation,4,0,1,0,3
P0783,train,6,1,3,0,2
P0785,validation,12,3,0,1,8
P0786,train,8,1,0,1,6
P0787,train,4,1,0,0,3
P0789,validation,4,0,0,0,4
P0790,validation,6,0,0,1,5
P0791,train,4,0,0,0,4
P0792,train,4,0,0,0,4
P0794,train,3,1,0,1,1
P0795,train,5,0,1,0,4
P0799,train,4,0,0,1,3
P0800,train,4,0,2,0,2
P0801,validation,5,1,1,0,3
P0805,validation,2,2,0,0,0
P0806,train,2,1,0,0,1
P0809,train,4,2,0,0,2
P0817,train,4,0,0,0,4
P0823,train,6,0,1,0,5
P0827,train,4,0,0,0,4
P0828,validation,6,0,0,0,6
P0829,train,4,1,0,0,3
P0833,validation,2,0,0,0,2
P0835,train,6,0,1,0,5
P0837,train,2,2,0,0,0
P0838,train,3,0,0,1,2
P0840,train,8,0,0,0,8
P0841,train,6,2,0,0,4
P0849,train,2,0,0,0,0
P0853,train,3,2,0,0,0
P0856,validation,1,0,0,1,0
P0857,train,2,0,0,0,2
P0858,validation,4,0,0,0,4
P0860,validation,9,1,0,1,7
P0861,train,5,0,0,0,5
P0864,train,4,0,0,0,4
P0867,train,9,0,0,1,8
P0868,validation,9,0,5,0,4
P0871,train,7,0,0,0,7
P0872,validation,6,0,0,0,6
P0873,train,8,0,4,0,4
P0874,train,5,0,3,0,2
P0875,train,6,0,0,0,6
P0878,train,8,1,2,0,1
P0879,train,12,1,4,0,7
P0883,train,4,0,0,0,4
P0884,train,4,0,0,0,4
P0887,train,7,1,5,0,1
P0888,train,7,1,2,0,1
P0890,train,8,0,0,1,7
P0892,train,6,0,0,0,5
P0893,train,9,1,1,0,6
P0894,train,7,2,0,0,4
P0895,validation,3,0,0,0,2
P0896,train,6,0,2,0,4
P0897,train,8,0,0,0,8
P0898,train,11,2,0,0,8
P0899,validation,6,2,0,0,4
P0900,train,5,0,0,0,5
P0906,train,4,1,0,0,3
P0907,train,3,2,0,0,1
P0908,train,4,3,0,0,0
P0909,validation,2,0,0,0,0
P0910,test,6,0,0,6,0
P0911,train,2,2,0,0,0
P0913,train,12,11,0,1,0
P0914,validation,3,3,0,0,0
P0915,train,2,0,0,1,1
P0920,train,4,2,1,0,1
P0921,train,5,5,0,0,0
P0922,train,2,1,0,0,0
P0925,train,1,0,0,0,0
P0926,train,7,5,0,2,0
P0932,train,2,2,0,0,0
P0933,train,5,5,0,0,0
P0934,train,6,2,0,1,3
P0936,train,6,0,2,0,4
P0938,train,4,0,2,0,2
P0940,train,4,0,2,0,2
P0945,train,4,4,0,0,0
P0946,train,9,5,2,0,2
P0947,train,6,2,2,0,1
P0948,train,4,0,1,0,2
P0950,train,3,2,0,0,0
P0952,train,7,4,0,0,0
P0953,train,5,3,0,2,0
P0957,validation,7,6,0,0,0
P0960,train,4,2,0,1,1
P0961,train,6,1,1,0,4
P0964,validation,2,1,1,0,0
P0966,validation,4,3,0,0,0
P0967,train,6,1,5,0,0
P0970,train,3,3,0,0,0
P0972,validation,3,2,0,0,0
P0973,train,6,5,0,0,0
P0974,train,2,1,1,0,0
P0975,train,4,3,0,0,1
P0977,train,6,4,0,0,2
P0978,validation,3,0,0,1,2
P0981,train,4,2,0,0,1
P0986,train,6,2,0,2,2
P0987,validation,2,0,0,0,0
P0989,validation,3,1,0,2,0
P0990,train,9,7,0,0,2
P0991,train,3,0,0,0,2
P0993,train,5,1,4,0,0
P0998,validation,10,6,4,0,0
P1005,validation,12,9,1,1,1
P1007,train,9,4,0,3,2
P1009,train,8,0,2,0,6
P1010,train,6,2,4,0,0
P1014,train,6,0,1,0,5
P1016,train,5,5,0,0,0
P1019,train,20,1,1,0,18
P1022,validation,3,3,0,0,0
P1023,train,8,4,0,4,0
P1026,train,3,2,0,0,1
P1027,train,6,1,2,0,3
P1029,validation,5,5,0,0,0
P1030,train,8,1,2,1,4
P1037,train,7,1,0,0,4
P1043,train,4,0,0,0,4
P1046,train,6,2,0,0,4
P1049,validation,12,4,0,1,7
P1053,train,2,0,1,0,1
P1055,validation,13,8,1,0,1
P1057,validation,15,3,3,0,8
P1059,validation,12,3,5,1,3
P1060,train,4,2,0,1,1
P1061,train,3,3,0,0,0
P1062,validation,6,4,0,1,1
P1063,train,5,2,0,1,1
P1065,train,15,12,1,2,0
P1066,train,3,2,0,0,1
P1067,train,7,4,0,2,0
P1069,train,13,4,0,3,0
P1070,train,5,4,0,0,0
P1071,train,11,2,1,2,5
P1073,validation,4,0,0,0,4
P1075,train,11,3,0,0,8
P1076,train,6,0,0,0,6
P1078,train,4,0,0,0,2
P1079,train,4,1,0,0,3
P1080,train,7,2,0,0,5
P1084,train,4,0,2,0,2
P1087,validation,9,3,2,1,3
P1088,train,2,1,1,0,0
P1090,train,4,0,0,0,4
P1092,train,6,5,0,0,1
P1094,train,1,0,0,0,0
P1095,validation,7,5,0,2,0
P1096,train,8,6,0,0,2
P1098,train,4,0,0,0,4
P1103,train,4,3,1,0,0
P1108,validation,9,2,0,3,4
P1109,train,5,2,0,0,2
P1113,train,3,0,0,0,3
P1114,train,8,0,3,0,3
P1116,train,8,4,1,0,3
P1117,train,2,0,0,0,0
P1119,train,3,0,0,0,3
P1121,train,3,3,0,0,0
P1122,validation,12,6,2,0,4
P1130,train,5,2,0,0,0
P1131,train,8,1,0,0,2
P1132,validation,3,0,0,0,0
P1139,validation,18,6,0,0,2
P1140,train,9,3,0,0,2
P1141,train,11,4,0,0,0
P1142,validation,6,2,1,0,1
P1143,validation,11,4,3,1,3
P1144,test,6,0,6,0,0
P1147,test,18,11,7,0,0
P1148,train,6,3,0,0,0
P1150,train,3,2,0,0,0
P1152,train,3,0,0,0,0
P1154,train,4,2,2,0,0
P1155,validation,1,0,0,0,0
P1158,train,24,3,0,1,11
P1159,validation,13,9,1,0,1
P1161,validation,32,11,0,0,15
P1164,validation,5,2,0,0,0
P1165,train,8,6,0,0,0
P1166,train,20,4,0,1,15
P1167,train,15,4,0,3,8
P1168,train,13,2,1,1,8
P1170,train,10,2,0,0,0
P1171,test,29,7,0,13,7
P1173,train,10,2,0,2,4
P1174,validation,20,7,0,1,8
P1178,train,14,3,1,1,9
P1179,test,39,8,1,6,24
P1181,validation,7,1,1,0,2
P1182,train,9,4,3,1,1
P1184,train,16,5,0,5,6
P1185,train,4,0,0,0,4
P1200,train,2,0,0,0,0
P1201,train,11,3,0,5,0
P1205,train,5,0,0,0,0
P1207,train,7,0,0,0,0
P1208,train,7,2,0,2,0
P1209,validation,4,0,0,0,0
P1211,train,4,0,0,0,0
P1214,validation,4,0,0,0,0
P1216,train,3,0,0,0,0
P1217,train,3,0,0,0,0
P1221,train,2,0,0,0,0
P1222,train,3,0,0,0,0
P1223,train,4,0,0,0,0
P1224,train,3,0,0,0,0
P1228,train,5,0,0,0,0
P1231,train,2,0,0,0,0
P1232,validation,3,0,0,0,0
P1238,train,6,0,0,0,0
P1239,validation,4,0,0,0,0
P1241,train,1,0,0,0,0
P1243,train,6,0,0,0,0
P1245,train,4,0,0,0,0
P1247,train,3,0,0,0,0
P1249,train,5,0,0,0,0
P1250,train,3,0,0,0,0
P1251,train,9,0,0,0,0
P1255,train,5,0,0,0,0
P1256,train,2,0,0,0,0
P1258,train,7,0,0,0,0
P1259,train,3,0,0,0,0
P1260,validation,2,0,0,0,0
P1265,validation,5,0,0,0,0
P1267,validation,1,0,0,0,0
P1272,train,7,0,0,0,0
P1274,validation,3,0,0,0,0
P1276,train,3,0,0,0,0
P1277,train,2,0,0,0,0
P1279,train,2,0,0,0,0
P1281,train,2,0,0,0,0
P1287,train,5,0,0,0,0
P1288,train,2,0,0,0,0
P1291,train,6,0,0,0,0
P1292,train,1,0,0,0,0
P1295,train,3,0,0,0,0
P1297,train,3,0,0,0,0
P1298,train,5,0,0,0,0
P1299,train,1,0,0,0,0
P1300,train,2,0,0,0,0
P1305,train,4,0,0,0,0
P1306,train,2,0,0,0,0
P1307,validation,3,0,0,0,0
P1308,train,6,0,0,0,0
P1309,train,6,0,0,0,0
P1311,train,4,0,0,0,0
P1317,train,1,0,0,0,0
P1319,validation,6,0,0,0,0
P1321,train,2,0,0,0,0
P1322,train,8,0,0,0,0
P1325,train,1,0,0,0,0
P1328,train,3,0,0,0,0
P1329,train,8,0,0,0,0
P1333,validation,4,0,0,0,0
P1336,train,7,0,0,0,0
P1337,train,8,0,0,0,0
P1338,train,4,0,0,0,0
P1339,validation,2,0,0,0,0
P1340,train,4,0,0,0,0
P1341,train,1,0,0,0,0
P1343,train,5,0,0,0,0
P1344,train,7,0,0,0,0
P1350,train,5,0,0,0,0
P1351,train,4,0,0,0,0
P1352,train,3,0,0,0,0
P1353,validation,3,0,0,0,0
P1354,train,2,0,0,0,0
P1357,train,2,0,0,0,0
P1358,train,7,0,0,0,0
P1359,validation,4,0,0,0,0
P1360,train,3,0,0,0,0
P1361,train,3,0,0,0,0
P1364,train,3,0,0,0,0
P1365,train,2,0,0,0,0
P1366,train,4,0,0,0,0
P1368,train,3,0,0,0,0
P1369,train,10,0,0,0,0
P1374,train,25,7,0,3,10
P1375,validation,5,0,0,0,0
P1376,test,17,7,1,6,3
P1377,train,12,5,2,0,5
P1380,train,22,3,0,0,19
P1382,train,23,5,0,1,14
P1384,train,26,6,0,4,16
P1387,test,20,6,0,9,1
P1388,train,23,1,0,4,17
P1389,train,23,1,4,1,14
P1390,train,12,12,0,0,0
P1391,train,12,2,1,1,4
P1392,train,9,2,0,1,1
P1393,train,25,3,2,0,14
P1394,train,16,4,0,2,8
P1395,train,11,5,0,0,4
P1397,test,20,17,1,2,0
P1399,train,7,0,0,0,1
P1401,train,14,3,1,0,8
P1403,train,16,6,0,1,8
P1408,train,35,8,1,2,20
P1410,validation,30,7,4,0,19
P1412,train,20,2,3,0,15
P1413,train,18,3,2,0,13
P1414,train,26,2,1,2,18
P1416,train,9,2,2,0,5
P1418,train,8,0,2,1,5
P1419,train,7,4,0,0,2
P1420,validation,2,0,0,2,0
P1426,train,9,0,0,0,0
P1427,validation,12,1,1,0,0
P1428,train,10,0,4,0,5
P1429,train,2,2,0,0,0
P1431,validation,3,0,0,0,0
P1432,train,20,0,0,0,20
P1434,train,4,0,2,0,2
P1437,train,15,3,0,6,5
P1438,train,15,3,5,0,7
P1439,train,15,9,3,1,1
P1443,validation,3,0,0,0,0
P1444,train,12,1,4,1,6
P1445,train,10,6,0,0,3
P1446,train,7,2,1,0,4
P1449,train,11,3,3,0,5
P1450,train,11,1,2,0,8
P1451,train,9,0,2,3,4
P1453,train,6,0,1,0,5
P1455,test,36,0,23,0,11
P1456,train,3,2,1,0,0
P1457,train,26,7,1,5,10
P1458,validation,17,3,1,1,11
P1459,test,24,12,0,6,4
P1460,train,4,0,0,0,4
P1462,train,15,2,3,0,10
P1463,train,11,3,4,0,4
P1464,train,20,1,0,0,19
P1465,train,6,2,2,0,0
P1466,test,37,2,11,1,23
P1467,train,5,2,0,0,0
P1469,train,6,0,0,0,6
P1470,validation,34,4,3,0,27
P1471,train,25,0,6,0,19
P1474,test,14,7,0,7,0
P1476,train,6,2,2,0,2
P1478,train,4,0,0,0,4
P1479,validation,6,4,0,0,2
P1480,train,7,2,4,0,0
P1481,train,9,1,6,0,1
P1482,validation,8,3,1,0,3
P1483,train,3,3,0,0,0
P1484,train,3,3,0,0,0
P1486,train,2,0,0,0,2
P1487,train,4,2,0,2,0
P1489,train,8,3,0,1,2
P1493,train,17,4,0,4,6
P1495,train,21,6,0,3,9
P1497,train,19,5,0,5,8
P1498,train,10,1,0,1,8
P1499,train,7,4,0,1,2
P1501,train,7,1,0,0,6
P1502,train,15,2,0,0,10
P1505,validation,8,2,3,0,2
P1506,train,3,1,0,0,2
P1507,train,4,0,4,0,0
P1508,train,6,1,2,0,3
P1509,test,10,2,6,0,0
P1512,validation,4,0,0,1,3
P1513,train,10,0,0,0,10
P1514,train,3,0,0,0,0
P1515,train,2,0,0,0,0
P1517,train,2,0,0,0,0
P1519,validation,2,0,0,0,0
P1521,train,1,0,0,0,0
P1522,train,4,0,0,0,0
P1524,validation,1,0,0,0,0
P1526,train,5,0,0,0,0
P1531,train,3,0,0,0,0
P1533,train,4,1,0,0,0
P1534,train,5,1,0,0,0
P1535,train,7,1,0,0,0
P1537,train,1,0,0,0,0
P1539,validation,2,0,0,0,0
P1540,train,6,1,0,0,0
P1545,train,1,0,0,0,0
P1550,train,2,0,0,0,0
P1551,train,3,0,0,0,0
P1552,train,4,0,0,0,0
P1554,train,4,0,0,0,0
P1555,validation,4,1,0,0,0
P1556,train,7,0,0,0,0
P1558,train,4,0,0,0,0
P1562,train,7,0,0,0,0
P1563,train,3,0,0,0,0
P1565,validation,4,0,0,0,0
P1571,train,4,0,0,0,0
P1574,train,6,0,0,0,0
P1580,train,1,0,0,0,0
P1582,train,5,0,0,0,0
P1585,train,4,0,0,0,0
P1587,train,4,0,0,0,0
P1589,train,9,0,0,0,0
P1591,train,3,0,0,0,0
P1594,validation,4,0,0,0,0
P1597,train,3,0,0,0,0
P1599,train,4,0,0,0,0
P1600,train,6,0,0,0,0
P1602,train,7,0,0,0,0
P1606,validation,1,0,0,0,0
P1607,train,3,0,0,0,0
P1608,train,3,0,0,0,0
P1609,train,6,0,0,0,0
P1614,train,3,0,0,0,0
P1615,train,4,0,0,0,0
P1616,train,2,0,0,0,0
P1617,train,6,0,0,0,0
P1618,train,4,0,0,0,0
P1620,train,2,0,0,0,0
P1631,validation,5,0,0,0,0
P1632,train,3,0,0,0,0
P1634,train,3,0,0,0,0
P1636,train,1,0,0,0,0
P1638,train,6,0,0,0,0
P1639,train,5,0,0,0,0
P1640,validation,4,0,0,0,0
P1641,train,3,0,0,0,0
P1645,train,2,0,0,0,0
P1646,train,1,0,0,0,0
P1649,train,2,0,0,0,0
P1652,train,3,0,0,0,0
P1653,train,3,0,0,0,0
P1656,validation,2,0,0,0,0
P1658,train,5,0,0,0,0
P1659,train,3,0,0,0,0
P1660,train,2,0,0,0,0
P1661,train,6,0,0,0,0
P1662,train,3,0,0,0,0
P1669,train,2,0,0,0,0
P1670,validation,2,0,0,0,0
P1673,validation,8,0,0,0,0
P1674,train,3,0,0,0,0
P1675,train,3,0,0,0,0
P1676,train,4,0,0,0,0
P1680,validation,8,0,0,0,0
P1682,train,3,0,0,0,0
P1683,train,6,0,0,0,0
P1685,validation,2,0,0,0,0
P1686,train,3,0,0,0,0
P1688,train,6,0,0,0,0
P1689,train,2,0,0,0,0
P1691,train,2,0,0,0,0
P1696,train,8,0,0,0,0
P1697,train,6,0,0,0,0
P1698,train,4,0,0,0,0
P1702,train,5,0,0,0,0
P1703,train,3,0,0,0,0
P1704,train,3,1,0,0,0
P1705,train,6,0,0,1,0
P1707,train,8,5,0,2,0
P1708,train,15,12,0,2,0
P1709,train,5,2,0,0,0
P1714,train,7,5,0,0,0
P1717,train,7,6,0,0,0
P1719,train,4,0,0,0,0
P1724,train,6,0,0,0,0
P1725,train,4,0,0,0,0
P1726,train,4,0,0,0,0
P1727,train,4,0,0,0,0
P1730,train,5,0,0,0,0
P1736,train,2,0,0,0,0
P1739,train,4,0,0,0,0
P1740,train,3,0,0,0,0
P1741,train,3,0,0,0,0
P1743,train,5,0,0,0,0
P1744,train,2,0,0,0,0
P1745,train,3,0,0,0,0
P1746,train,3,0,0,0,0
P1747,train,4,0,0,0,0
P1748,train,14,6,1,4,3
P1753,train,14,14,0,0,0
P1756,train,7,4,0,0,0
P1757,train,9,5,0,2,1
P1758,train,5,1,0,0,1
P1765,train,6,0,0,0,0
P1768,train,6,0,0,0,0
P1775,train,4,0,0,0,4
P1776,train,4,0,4,0,0
P1778,train,12,0,0,0,12
P1780,validation,19,0,3,0,16
P1783,validation,15,3,2,0,10
P1784,train,4,2,0,2,0
P1785,train,4,0,0,0,4
P1786,validation,14,1,0,1,12
P1788,train,4,0,1,0,3
P1789,train,4,0,0,0,4
P1790,train,4,0,0,0,4
P1791,test,22,1,7,0,11
P1793,train,12,3,4,0,5
P1794,train,10,2,1,1,2
P1801,train,3,0,0,0,3
P1804,train,4,0,2,0,2
P1805,train,4,0,2,0,2
P1807,train,4,0,2,0,2
P1809,validation,36,4,2,2,28
P1812,train,4,0,0,0,4
P1816,train,4,0,0,0,4
P1818,train,6,0,0,0,6
P1823,train,6,0,1,0,5
P1827,train,4,0,0,0,4
P1829,train,4,0,0,0,4
P1832,validation,6,0,0,0,6
P1837,train,4,0,0,0,4
P1839,train,4,0,0,0,4
P1841,validation,4,0,2,0,2
P1845,train,13,3,1,0,9
P1846,train,4,0,0,0,4
P1848,train,6,0,1,0,5
P1849,train,9,1,3,0,5
P1850,train,4,0,1,0,3
P1851,train,6,0,0,0,6
P1854,test,63,17,13,3,30
P1856,train,9,0,0,0,9
P1859,train,4,2,0,0,2
P1860,train,4,0,3,0,1
P1861,train,7,2,1,0,4
P1863,train,10,4,2,1,3
P1864,validation,4,0,0,0,4
P1866,train,5,4,0,0,0
P1867,train,21,4,0,3,14
P1868,test,41,11,1,5,24
P1869,test,33,11,0,12,9
P1871,test,48,9,1,10,26
P1872,validation,19,4,0,3,11
P1874,validation,15,9,0,4,1
P1875,train,12,1,0,3,7
P1876,train,2,0,0,2,0
P1891,train,4,0,0,0,4
P1903,train,4,2,0,0,2
P1913,train,3,0,1,0,1
P1923,train,4,0,0,0,4
P1927,train,6,0,0,0,6
P1929,train,6,0,0,0,6
P1930,train,6,0,0,0,5
P1931,train,3,2,1,0,0
P1933,train,4,0,0,0,4
P1938,train,4,2,0,0,2
P1939,train,4,0,0,0,4
P1942,train,4,0,0,0,4
P1945,train,4,0,0,0,4
P1951,train,4,0,0,0,4
P1955,validation,4,1,0,0,3
P1957,train,4,0,0,0,4
P1960,validation,4,0,0,0,4
P1964,train,2,2,0,0,0
P1969,train,4,0,0,0,4
P1972,train,17,4,0,6,7
P1973,train,4,1,2,0,1
P1977,train,4,1,1,0,2
P1978,train,4,0,0,0,4
P1980,validation,4,0,0,0,4
P1981,train,4,0,2,0,2
P1982,train,3,0,1,0,2
P1983,train,4,0,0,0,4
P1990,train,4,0,0,4,0
P1992,train,4,0,0,0,4
P1995,train,6,0,0,0,6
P1996,train,4,0,0,0,4
P2002,train,4,2,0,0,2
P2003,train,4,0,0,0,4
P2004,train,4,0,0,0,4
P2005,test,19,6,1,9,3
P2006,validation,6,0,1,0,5
P2007,validation,14,0,2,0,11
P2014,train,9,1,0,0,8
P2018,validation,4,0,0,0,4
P2019,train,4,0,0,0,4
P2027,train,6,0,4,0,2
P2030,validation,37,4,4,1,28
P2033,train,4,0,0,0,4
P2034,train,4,0,0,0,4
P2047,train,4,0,0,0,4
P2048,train,4,0,0,0,4
P2049,train,4,0,0,0,4
P2053,train,2,0,0,0,2
P2055,train,4,0,0,0,4
P2066,train,4,0,0,0,4
P2067,train,2,1,0,0,0
P2074,train,4,0,0,0,4
P2076,validation,4,0,0,0,4
P2086,validation,4,3,0,0,1
P2093,train,4,0,1,0,3
P2095,train,4,0,0,0,4
P2099,validation,1,0,0,0,0
P2100,validation,2,1,0,0,0
P2116,train,4,1,0,1,2
P2124,validation,4,0,0,0,4
P2130,validation,4,0,0,0,4
P2131,train,4,0,0,0,4
P2138,train,9,1,0,3,5
P2141,train,4,0,0,0,4
P2142,train,4,0,0,0,4
P2157,train,4,0,0,0,4
P2158,validation,3,0,0,0,2
P2159,validation,4,0,0,0,4
